journal_id,line_id,posted_at,account_code,account_name,debit,credit,currency,reference,narration,order_id,payment_id,settlement_id,utr,voucher_type
j_3102_ent_3102_p06_01,l_3102_ent_3102_p06_01_c,2026-08-30T06:30:00Z,4000,Synthetic sales revenue,0,54000,INR,set_3102_p06,Synthetic balanced journal,ord_3102_p06_01,ent_3102_p06_01,set_3102_p06,UTR3102P06A,synthetic_recon
j_3102_ent_3102_p10_07,l_3102_ent_3102_p10_07_d,2026-08-30T04:30:00Z,1100,Synthetic Razorpay clearing,60800,0,INR,set_3102_p10,Synthetic balanced journal,ord_3102_p10_07,ent_3102_p10_07,set_3102_p10,UTR3102P10A,synthetic_recon
j_3102_ent_3102_p09_03,l_3102_ent_3102_p09_03_d,2026-08-30T08:30:00Z,1100,Synthetic Razorpay clearing,77200,0,INR,set_3102_p09,Synthetic balanced journal,ord_3102_p09_03,ent_3102_p09_03,set_3102_p09,UTR3102P09A,synthetic_recon
j_3102_ent_3102_p01_01,l_3102_ent_3102_p01_01_c,2026-08-30T08:30:00Z,4000,Synthetic sales revenue,0,61700,INR,set_3102_p01,Synthetic balanced journal,ord_3102_p01_01,ent_3102_p01_01,set_3102_p01,UTR3102P01A,synthetic_recon
j_3102_settle_p05,l_3102_settle_p05_clearing,2026-08-31T14:30:00Z,1100,Synthetic Razorpay clearing,0,505350,INR,set_3102_p05,Synthetic settlement bank posting,,,set_3102_p05,UTR3102P05A,synthetic_settlement
j_3102_ent_3102_p03_00,l_3102_ent_3102_p03_00_c,2026-08-30T04:30:00Z,4000,Synthetic sales revenue,0,76300,INR,set_3102_p03,Synthetic balanced journal,ord_3102_p03_00,ent_3102_p03_00,set_3102_p03,UTR3102P03A,synthetic_recon
j_3102_ent_3102_p00_05,l_3102_ent_3102_p00_05_d,2026-08-30T10:30:00Z,1100,Synthetic Razorpay clearing,40600,0,INR,set_3102_p00,Synthetic balanced journal,ord_3102_p00_05,ent_3102_p00_05,set_3102_p00,UTR3102P00A,synthetic_recon
j_3102_ent_3102_p06_04,l_3102_ent_3102_p06_04_d,2026-08-30T06:30:00Z,1100,Synthetic Razorpay clearing,32400,0,INR,set_3102_p06,Synthetic balanced journal,ord_3102_p06_04,ent_3102_p06_04,set_3102_p06,UTR3102P06A,synthetic_recon
j_3102_ent_3102_p02_09,l_3102_ent_3102_p02_09_d,2026-08-30T16:30:00Z,2100,Synthetic input GST,81,0,INR,set_3102_p02,Synthetic balanced journal,,,set_3102_p02,UTR3102P02A,synthetic_recon
j_3102_ent_3102_p07_01,l_3102_ent_3102_p07_01_d,2026-08-30T04:30:00Z,1100,Synthetic Razorpay clearing,17600,0,INR,set_3102_p07,Synthetic balanced journal,ord_3102_p07_01,ent_3102_p07_01,set_3102_p07,UTR3102P07A,synthetic_recon
j_3102_ent_3102_p05_04,l_3102_ent_3102_p05_04_c,2026-08-30T16:30:00Z,4000,Synthetic sales revenue,0,44300,INR,set_3102_p05,Synthetic balanced journal,ord_3102_p05_04,ent_3102_p05_04,set_3102_p05,UTR3102P05A,synthetic_recon
j_3102_ent_3102_p06_06,l_3102_ent_3102_p06_06_c,2026-08-30T06:30:00Z,4000,Synthetic sales revenue,0,60600,INR,set_3102_p06,Synthetic balanced journal,ord_3102_p06_06,ent_3102_p06_06,set_3102_p06,UTR3102P06A,synthetic_recon
j_3102_ent_3102_p03_03,l_3102_ent_3102_p03_03_d,2026-08-30T04:30:00Z,1100,Synthetic Razorpay clearing,82500,0,INR,set_3102_p03,Synthetic balanced journal,ord_3102_p03_03,ent_3102_p03_03,set_3102_p03,UTR3102P03A,synthetic_recon
j_3102_ent_3102_p05_02,l_3102_ent_3102_p05_02_d,2026-08-30T16:30:00Z,1100,Synthetic Razorpay clearing,81500,0,INR,set_3102_p05,Synthetic balanced journal,ord_3102_p05_02,ent_3102_p05_02,set_3102_p05,UTR3102P05A,synthetic_recon
j_3102_settle_p05,l_3102_settle_p05_bank,2026-08-31T14:30:00Z,1000,Synthetic bank account,505350,0,INR,set_3102_p05,Synthetic settlement bank posting,,,set_3102_p05,UTR3102P05A,synthetic_settlement
j_3102_ent_3102_p01_09,l_3102_ent_3102_p01_09_c,2026-08-30T18:30:00Z,1100,Synthetic Razorpay clearing,0,81,INR,set_3102_p01,Synthetic balanced journal,,,set_3102_p01,UTR3102P01A,synthetic_recon
j_3102_ent_3102_p01_03,l_3102_ent_3102_p01_03_c,2026-08-30T08:30:00Z,4000,Synthetic sales revenue,0,70300,INR,set_3102_p01,Synthetic balanced journal,ord_3102_p01_03,ent_3102_p01_03,set_3102_p01,UTR3102P01A,synthetic_recon
j_3102_ent_3102_p10_00,l_3102_ent_3102_p10_00_d,2026-08-30T04:30:00Z,1100,Synthetic Razorpay clearing,71000,0,INR,set_3102_p10,Synthetic balanced journal,ord_3102_p10_00,ent_3102_p10_00,set_3102_p10,UTR3102P10A,synthetic_recon
j_3102_ent_3102_p02_01,l_3102_ent_3102_p02_01_c,2026-08-30T06:30:00Z,4000,Synthetic sales revenue,0,19700,INR,set_3102_p02,Synthetic balanced journal,ord_3102_p02_01,ent_3102_p02_01,set_3102_p02,UTR3102P02A,synthetic_recon
j_3102_ent_3102_p01_02,l_3102_ent_3102_p01_02_c,2026-08-30T08:30:00Z,4000,Synthetic sales revenue,0,31100,INR,set_3102_p01,Synthetic balanced journal,ord_3102_p01_02,ent_3102_p01_02,set_3102_p01,UTR3102P01A,synthetic_recon
j_3102_ent_3102_p11_02,l_3102_ent_3102_p11_02_c,2026-08-26T16:30:00Z,4000,Synthetic sales revenue,0,43000,INR,set_3102_p11,Synthetic balanced journal,ord_3102_p11_02,ent_3102_p11_02,set_3102_p11,UTR3102P11A,synthetic_recon
j_3102_ent_3102_p01_07,l_3102_ent_3102_p01_07_d,2026-08-30T08:30:00Z,1100,Synthetic Razorpay clearing,66900,0,INR,set_3102_p01,Synthetic balanced journal,ord_3102_p01_07,ent_3102_p01_07,set_3102_p01,UTR3102P01A,synthetic_recon
j_3102_settle_p10,l_3102_settle_p10_clearing,2026-08-31T02:30:00Z,1100,Synthetic Razorpay clearing,0,390300,INR,set_3102_p10,Synthetic settlement bank posting,,,set_3102_p10,UTR3102P10A,synthetic_settlement
j_3102_ent_3102_p00_02,l_3102_ent_3102_p00_02_d,2026-08-30T10:30:00Z,1100,Synthetic Razorpay clearing,42200,0,INR,set_3102_p00,Synthetic balanced journal,ord_3102_p00_02,ent_3102_p00_02,set_3102_p00,UTR3102P00A,synthetic_recon
j_3102_ent_3102_p06_10,l_3102_ent_3102_p06_10_c,2026-08-30T16:30:00Z,1100,Synthetic Razorpay clearing,0,1100,INR,set_3102_p06,Synthetic balanced journal,,,set_3102_p06,UTR3102P06A,synthetic_recon
j_3102_ent_3102_p07_06,l_3102_ent_3102_p07_06_d,2026-08-30T04:30:00Z,1100,Synthetic Razorpay clearing,66400,0,INR,set_3102_p07,Synthetic balanced journal,ord_3102_p07_06,ent_3102_p07_06,set_3102_p07,UTR3102P07A,synthetic_recon
j_3102_ent_3102_p01_08,l_3102_ent_3102_p01_08_c,2026-08-30T18:30:00Z,1100,Synthetic Razorpay clearing,0,450,INR,set_3102_p01,Synthetic balanced journal,,,set_3102_p01,UTR3102P01A,synthetic_recon
j_3102_ent_3102_p09_07,l_3102_ent_3102_p09_07_c,2026-08-30T08:30:00Z,4000,Synthetic sales revenue,0,48400,INR,set_3102_p09,Synthetic balanced journal,ord_3102_p09_07,ent_3102_p09_07,set_3102_p09,UTR3102P09A,synthetic_recon
j_3102_ent_3102_p00_05,l_3102_ent_3102_p00_05_c,2026-08-30T10:30:00Z,4000,Synthetic sales revenue,0,40600,INR,set_3102_p00,Synthetic balanced journal,ord_3102_p00_05,ent_3102_p00_05,set_3102_p00,UTR3102P00A,synthetic_recon
j_3102_ent_3102_p01_04,l_3102_ent_3102_p01_04_c,2026-08-30T08:30:00Z,4000,Synthetic sales revenue,0,33500,INR,set_3102_p01,Synthetic balanced journal,ord_3102_p01_04,ent_3102_p01_04,set_3102_p01,UTR3102P01A,synthetic_recon
j_3102_ent_3102_p05_10,l_3102_ent_3102_p05_10_c,2026-08-31T02:30:00Z,1100,Synthetic Razorpay clearing,0,1250,INR,set_3102_p05,Synthetic balanced journal,,ent_3102_p00_00,set_3102_p05,UTR3102P05A,synthetic_recon
j_3102_ent_3102_p08_01,l_3102_ent_3102_p08_01_d,2026-08-30T10:30:00Z,1100,Synthetic Razorpay clearing,45300,0,INR,set_3102_p08,Synthetic balanced journal,ord_3102_p08_01,ent_3102_p08_01,set_3102_p08,,synthetic_recon
j_3102_ent_3102_p05_02,l_3102_ent_3102_p05_02_c,2026-08-30T16:30:00Z,4000,Synthetic sales revenue,0,81500,INR,set_3102_p05,Synthetic balanced journal,ord_3102_p05_02,ent_3102_p05_02,set_3102_p05,UTR3102P05A,synthetic_recon
j_3102_ent_3102_p10_04,l_3102_ent_3102_p10_04_d,2026-08-30T04:30:00Z,1100,Synthetic Razorpay clearing,63700,0,INR,set_3102_p10,Synthetic balanced journal,ord_3102_p10_04,ent_3102_p10_04,set_3102_p10,UTR3102P10A,synthetic_recon
j_3102_ent_3102_p04_01,l_3102_ent_3102_p04_01_d,2026-08-30T16:30:00Z,1100,Synthetic Razorpay clearing,63000,0,INR,set_3102_p04,Synthetic balanced journal,ord_3102_p04_01,ent_3102_p04_01,set_3102_p04,UTR3102P04A,synthetic_recon
j_3102_ent_3102_p01_04,l_3102_ent_3102_p01_04_d,2026-08-30T08:30:00Z,1100,Synthetic Razorpay clearing,33500,0,INR,set_3102_p01,Synthetic balanced journal,ord_3102_p01_04,ent_3102_p01_04,set_3102_p01,UTR3102P01A,synthetic_recon
j_3102_settle_p08,l_3102_settle_p08_clearing,2026-08-31T08:30:00Z,1100,Synthetic Razorpay clearing,0,473000,INR,set_3102_p08,Synthetic settlement bank posting,,,set_3102_p08,UTR3102P08A,synthetic_settlement
j_3102_ent_3102_p08_04,l_3102_ent_3102_p08_04_d,2026-08-30T10:30:00Z,1100,Synthetic Razorpay clearing,21200,0,INR,set_3102_p08,Synthetic balanced journal,ord_3102_p08_04,ent_3102_p08_04,set_3102_p08,,synthetic_recon
j_3102_ent_3102_p09_06,l_3102_ent_3102_p09_06_c,2026-08-30T08:30:00Z,4000,Synthetic sales revenue,0,26300,INR,set_3102_p09,Synthetic balanced journal,ord_3102_p09_06,ent_3102_p09_06,set_3102_p09,UTR3102P09A,synthetic_recon
j_3102_ent_3102_p11_03,l_3102_ent_3102_p11_03_c,2026-08-26T16:30:00Z,4000,Synthetic sales revenue,0,25100,INR,set_3102_p11,Synthetic balanced journal,ord_3102_p11_03,ent_3102_p11_03,set_3102_p11,UTR3102P11A,synthetic_recon
j_3102_ent_3102_p00_06,l_3102_ent_3102_p00_06_c,2026-08-30T10:30:00Z,4000,Synthetic sales revenue,0,68300,INR,set_3102_p00,Synthetic balanced journal,ord_3102_p00_06,ent_3102_p00_06,set_3102_p00,UTR3102P00A,synthetic_recon
j_3102_ent_3102_p09_01,l_3102_ent_3102_p09_01_c,2026-08-30T08:30:00Z,4000,Synthetic sales revenue,0,36900,INR,set_3102_p09,Synthetic balanced journal,ord_3102_p09_01,ent_3102_p09_01,set_3102_p09,UTR3102P09A,synthetic_recon
j_3102_ent_3102_p04_10,l_3102_ent_3102_p04_10_c,2026-08-31T02:30:00Z,1100,Synthetic Razorpay clearing,0,1250,INR,set_3102_p04,Synthetic balanced journal,,ent_3102_p04_00,set_3102_p04,UTR3102P04A,synthetic_recon
j_3102_ent_3102_p05_03,l_3102_ent_3102_p05_03_c,2026-08-30T16:30:00Z,4000,Synthetic sales revenue,0,83000,INR,set_3102_p05,Synthetic balanced journal,ord_3102_p05_03,ent_3102_p05_03,set_3102_p05,UTR3102P05A,synthetic_recon
j_3102_ent_3102_p05_10,l_3102_ent_3102_p05_10_d,2026-08-31T02:30:00Z,5000,Synthetic refunds,1250,0,INR,set_3102_p05,Synthetic balanced journal,,ent_3102_p00_00,set_3102_p05,UTR3102P05A,synthetic_recon
j_3102_ent_3102_p08_00,l_3102_ent_3102_p08_00_d,2026-08-30T10:30:00Z,1100,Synthetic Razorpay clearing,83900,0,INR,set_3102_p08,Synthetic balanced journal,ord_3102_p08_00,ent_3102_p08_00,set_3102_p08,,synthetic_recon
j_3102_ent_3102_p02_08,l_3102_ent_3102_p02_08_c,2026-08-30T16:30:00Z,1100,Synthetic Razorpay clearing,0,450,INR,set_3102_p02,Synthetic balanced journal,,,set_3102_p02,UTR3102P02A,synthetic_recon
j_3102_ent_3102_p06_10,l_3102_ent_3102_p06_10_d,2026-08-30T16:30:00Z,6000,Synthetic other operating account,1100,0,INR,set_3102_p06,Synthetic balanced journal,,,set_3102_p06,UTR3102P06A,synthetic_recon
j_3102_ent_3102_p05_00,l_3102_ent_3102_p05_00_c,2026-08-30T16:30:00Z,4000,Synthetic sales revenue,0,14500,INR,set_3102_p05,Synthetic balanced journal,ord_3102_p05_00,ent_3102_p05_00,set_3102_p05,UTR3102P05A,synthetic_recon
j_3102_ent_3102_p03_01,l_3102_ent_3102_p03_01_d,2026-08-30T04:30:00Z,1100,Synthetic Razorpay clearing,55200,0,INR,set_3102_p03,Synthetic balanced journal,ord_3102_p03_01,ent_3102_p03_01,set_3102_p03,UTR3102P03A,synthetic_recon
j_3102_ent_3102_p08_07,l_3102_ent_3102_p08_07_c,2026-08-30T10:30:00Z,4000,Synthetic sales revenue,0,74000,INR,set_3102_p08,Synthetic balanced journal,ord_3102_p08_07,ent_3102_p08_07,set_3102_p08,,synthetic_recon
j_3102_ent_3102_p08_05,l_3102_ent_3102_p08_05_c,2026-08-30T10:30:00Z,4000,Synthetic sales revenue,0,44700,INR,set_3102_p08,Synthetic balanced journal,ord_3102_p08_05,ent_3102_p08_05,set_3102_p08,,synthetic_recon
j_3102_ent_3102_p05_05,l_3102_ent_3102_p05_05_c,2026-08-30T16:30:00Z,4000,Synthetic sales revenue,0,74200,INR,set_3102_p05,Synthetic balanced journal,ord_3102_p05_05,ent_3102_p05_05,set_3102_p05,UTR3102P05A,synthetic_recon
j_3102_ent_3102_p10_05,l_3102_ent_3102_p10_05_c,2026-08-30T04:30:00Z,4000,Synthetic sales revenue,0,21200,INR,set_3102_p10,Synthetic balanced journal,ord_3102_p10_05,ent_3102_p10_05,set_3102_p10,UTR3102P10A,synthetic_recon
j_3102_ent_3102_p06_00,l_3102_ent_3102_p06_00_c,2026-08-30T06:30:00Z,4000,Synthetic sales revenue,0,22700,INR,set_3102_p06,Synthetic balanced journal,ord_3102_p06_00,ent_3102_p06_00,set_3102_p06,UTR3102P06A,synthetic_recon
j_3102_ent_3102_p01_00,l_3102_ent_3102_p01_00_c,2026-08-30T08:30:00Z,4000,Synthetic sales revenue,0,30700,INR,set_3102_p01,Synthetic balanced journal,ord_3102_p01_00,ent_3102_p01_00,set_3102_p01,UTR3102P01A,synthetic_recon
j_3102_ent_3102_p11_04,l_3102_ent_3102_p11_04_c,2026-08-26T16:30:00Z,4000,Synthetic sales revenue,0,43200,INR,set_3102_p11,Synthetic balanced journal,ord_3102_p11_04,ent_3102_p11_04,set_3102_p11,UTR3102P11A,synthetic_recon
j_3102_ent_3102_p08_06,l_3102_ent_3102_p08_06_c,2026-08-30T10:30:00Z,4000,Synthetic sales revenue,0,78100,INR,set_3102_p08,Synthetic balanced journal,ord_3102_p08_06,ent_3102_p08_06,set_3102_p08,,synthetic_recon
j_3102_ent_3102_p01_05,l_3102_ent_3102_p01_05_c,2026-08-30T08:30:00Z,4000,Synthetic sales revenue,0,31000,INR,set_3102_p01,Synthetic balanced journal,ord_3102_p01_05,ent_3102_p01_05,set_3102_p01,UTR3102P01A,synthetic_recon
j_3102_ent_3102_p00_09,l_3102_ent_3102_p00_09_d,2026-08-30T20:30:00Z,2100,Synthetic input GST,81,0,INR,set_3102_p00,Synthetic balanced journal,,,set_3102_p00,UTR3102P00A,synthetic_recon
j_3102_ent_3102_p02_05,l_3102_ent_3102_p02_05_c,2026-08-30T06:30:00Z,4000,Synthetic sales revenue,0,71000,INR,set_3102_p02,Synthetic balanced journal,ord_3102_p02_05,ent_3102_p02_05,set_3102_p02,UTR3102P02A,synthetic_recon
j_3102_settle_p01,l_3102_settle_p01_clearing,2026-08-31T06:30:00Z,1100,Synthetic Razorpay clearing,0,384169,INR,set_3102_p01,Synthetic settlement bank posting,,,set_3102_p01,UTR3102P01A,synthetic_settlement
j_3102_ent_3102_p08_07,l_3102_ent_3102_p08_07_d,2026-08-30T10:30:00Z,1100,Synthetic Razorpay clearing,74000,0,INR,set_3102_p08,Synthetic balanced journal,ord_3102_p08_07,ent_3102_p08_07,set_3102_p08,,synthetic_recon
j_3102_ent_3102_p09_04,l_3102_ent_3102_p09_04_d,2026-08-30T08:30:00Z,1100,Synthetic Razorpay clearing,13400,0,INR,set_3102_p09,Synthetic balanced journal,ord_3102_p09_04,ent_3102_p09_04,set_3102_p09,UTR3102P09A,synthetic_recon
j_3102_ent_3102_p06_11,l_3102_ent_3102_p06_11_d,2026-08-30T16:30:00Z,6000,Synthetic other operating account,875,0,INR,set_3102_p06,Synthetic balanced journal,,,set_3102_p06,UTR3102P06A,synthetic_recon
j_3102_ent_3102_p08_06,l_3102_ent_3102_p08_06_d,2026-08-30T10:30:00Z,1100,Synthetic Razorpay clearing,78100,0,INR,set_3102_p08,Synthetic balanced journal,ord_3102_p08_06,ent_3102_p08_06,set_3102_p08,,synthetic_recon
j_3102_settle_p00,l_3102_settle_p00_bank,2026-08-31T08:30:00Z,1000,Synthetic bank account,437669,0,INR,set_3102_p00,Synthetic settlement bank posting,,,set_3102_p00,UTR3102P00A,synthetic_settlement
j_3102_ent_3102_p06_03,l_3102_ent_3102_p06_03_d,2026-08-30T06:30:00Z,1100,Synthetic Razorpay clearing,68900,0,INR,set_3102_p06,Synthetic balanced journal,ord_3102_p06_03,ent_3102_p06_03,set_3102_p06,UTR3102P06A,synthetic_recon
j_3102_ent_3102_p03_00,l_3102_ent_3102_p03_00_d,2026-08-30T04:30:00Z,1100,Synthetic Razorpay clearing,76300,0,INR,set_3102_p03,Synthetic balanced journal,ord_3102_p03_00,ent_3102_p03_00,set_3102_p03,UTR3102P03A,synthetic_recon
j_3102_ent_3102_p03_06,l_3102_ent_3102_p03_06_c,2026-08-30T04:30:00Z,4000,Synthetic sales revenue,0,68100,INR,set_3102_p03,Synthetic balanced journal,ord_3102_p03_06,ent_3102_p03_06,set_3102_p03,UTR3102P03A,synthetic_recon
j_3102_ent_3102_p04_02,l_3102_ent_3102_p04_02_c,2026-08-30T16:30:00Z,4000,Synthetic sales revenue,0,58600,INR,set_3102_p04,Synthetic balanced journal,ord_3102_p04_02,ent_3102_p04_02,set_3102_p04,UTR3102P04A,synthetic_recon
