entity_id,type,debit,credit,amount,currency,fee,tax,on_hold,settled,created_at,settled_at,settlement_id,description,notes,payment_id,settlement_utr,order_id,order_receipt,method,card_network,card_issuer,card_type,dispute_id,channel_type,balance_account_id
ent_3102_p06_07,payment,0,66300,66300,INR,0,0,false,true,2026-08-29T22:30:00Z,2026-08-30T06:30:00Z,set_3102_p06,Synthetic customer payment,,ent_3102_p06_07,UTR3102P06A,ord_3102_p06_07,receipt_3102_07,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3102_p05_00,payment,0,14500,14500,INR,0,0,false,true,2026-08-30T08:30:00Z,2026-08-30T16:30:00Z,set_3102_p05,Synthetic customer payment,,ent_3102_p05_00,UTR3102P05A,ord_3102_p05_00,receipt_3102_00,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3102_p01_02,payment,0,31100,31100,INR,0,0,false,true,2026-08-30T00:30:00Z,2026-08-30T08:30:00Z,set_3102_p01,Synthetic customer payment,,ent_3102_p01_02,UTR3102P01A,ord_3102_p01_02,receipt_3102_02,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3102_p02_07,payment,0,49300,49300,INR,0,0,false,true,2026-08-29T22:30:00Z,2026-08-30T06:30:00Z,set_3102_p02,Synthetic customer payment,,ent_3102_p02_07,UTR3102P02A,ord_3102_p02_07,receipt_3102_07,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3102_p01_00,payment,0,30700,30700,INR,450,81,false,true,2026-08-30T00:30:00Z,2026-08-30T08:30:00Z,set_3102_p01,Synthetic customer payment,,ent_3102_p01_00,UTR3102P01A,ord_3102_p01_00,receipt_3102_00,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3102_p06_11,adjustment,875,0,875,INR,0,0,false,true,2026-08-30T08:30:00Z,2026-08-30T16:30:00Z,set_3102_p06,Synthetic adjustment movement,,,UTR3102P06A,,,,,,,,,ba_01
ent_3102_p03_00,payment,0,76300,76300,INR,450,81,false,true,2026-08-29T20:30:00Z,2026-08-30T04:30:00Z,set_3102_p03,Synthetic customer payment,,ent_3102_p03_00,UTR3102P03A,ord_3102_p03_00,receipt_3102_00,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3102_p07_01,payment,0,17600,17600,INR,0,0,false,true,2026-08-29T20:30:00Z,2026-08-30T04:30:00Z,set_3102_p07,Synthetic customer payment,,ent_3102_p07_01,UTR3102P07A,ord_3102_p07_01,receipt_3102_01,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3102_p06_10,transfer,1100,0,1100,INR,0,0,false,true,2026-08-30T08:30:00Z,2026-08-30T16:30:00Z,set_3102_p06,Synthetic transfer movement,,,UTR3102P06A,,,,,,,,,ba_01
ent_3102_p09_02,payment,0,82900,82900,INR,0,0,false,true,2026-08-30T00:30:00Z,2026-08-30T08:30:00Z,set_3102_p09,Synthetic customer payment,,ent_3102_p09_02,UTR3102P09A,ord_3102_p09_02,receipt_3102_02,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3102_p01_05,payment,0,31000,31000,INR,0,0,false,true,2026-08-30T00:30:00Z,2026-08-30T08:30:00Z,set_3102_p01,Synthetic customer payment,,ent_3102_p01_05,UTR3102P01A,ord_3102_p01_05,receipt_3102_05,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3102_p01_04,payment,0,33500,33500,INR,0,0,false,true,2026-08-30T00:30:00Z,2026-08-30T08:30:00Z,set_3102_p01,Synthetic customer payment,,ent_3102_p01_04,UTR3102P01A,ord_3102_p01_04,receipt_3102_04,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3102_p05_05,payment,0,74200,74200,INR,0,0,false,true,2026-08-30T08:30:00Z,2026-08-30T16:30:00Z,set_3102_p05,Synthetic customer payment,,ent_3102_p05_05,UTR3102P05A,ord_3102_p05_05,receipt_3102_05,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3102_p00_06,payment,0,68300,68300,INR,0,0,false,true,2026-08-30T02:30:00Z,2026-08-30T10:30:00Z,set_3102_p00,Synthetic customer payment,,ent_3102_p00_06,UTR3102P00A,ord_3102_p00_06,receipt_3102_06,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3102_p03_08,adjustment,450,0,450,INR,450,0,false,true,2026-08-30T06:30:00Z,2026-08-30T14:30:00Z,set_3102_p03,Synthetic adjustment movement,,,UTR3102P03A,,,,,,,,,ba_02
ent_3102_p08_01,payment,0,45300,45300,INR,0,0,false,true,2026-08-30T02:30:00Z,2026-08-30T10:30:00Z,set_3102_p08,Synthetic customer payment,,ent_3102_p08_01,,ord_3102_p08_01,receipt_3102_01,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3102_p10_05,payment,0,21200,21200,INR,0,0,false,true,2026-08-29T20:30:00Z,2026-08-30T04:30:00Z,set_3102_p10,Synthetic customer payment,,ent_3102_p10_05,UTR3102P10A,ord_3102_p10_05,receipt_3102_05,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3102_p04_01,payment,0,63000,63000,INR,0,0,false,true,2026-08-30T08:30:00Z,2026-08-30T16:30:00Z,set_3102_p04,Synthetic customer payment,,ent_3102_p04_01,UTR3102P04A,ord_3102_p04_01,receipt_3102_01,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3102_p09_00,payment,0,41900,41900,INR,0,0,false,true,2026-08-30T00:30:00Z,2026-08-30T08:30:00Z,set_3102_p09,Synthetic customer payment,,ent_3102_p09_00,UTR3102P09A,ord_3102_p09_00,receipt_3102_00,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3102_p00_09,adjustment,81,0,81,INR,0,81,false,true,2026-08-30T12:30:00Z,2026-08-30T20:30:00Z,set_3102_p00,Synthetic adjustment movement,,,UTR3102P00A,,,,,,,,,ba_01
ent_3102_p05_03,payment,0,83000,83000,INR,0,0,false,true,2026-08-30T08:30:00Z,2026-08-30T16:30:00Z,set_3102_p05,Synthetic customer payment,,ent_3102_p05_03,UTR3102P05A,ord_3102_p05_03,receipt_3102_03,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3102_p05_04,payment,0,44300,44300,INR,0,0,false,true,2026-08-30T08:30:00Z,2026-08-30T16:30:00Z,set_3102_p05,Synthetic customer payment,,ent_3102_p05_04,UTR3102P05A,ord_3102_p05_04,receipt_3102_04,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3102_p09_07,payment,0,48400,48400,INR,0,0,false,true,2026-08-30T00:30:00Z,2026-08-30T08:30:00Z,set_3102_p09,Synthetic customer payment,,ent_3102_p09_07,UTR3102P09A,ord_3102_p09_07,receipt_3102_07,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3102_p03_02,payment,0,27100,27100,INR,0,0,false,true,2026-08-29T20:30:00Z,2026-08-30T04:30:00Z,set_3102_p03,Synthetic customer payment,,ent_3102_p03_02,UTR3102P03A,ord_3102_p03_02,receipt_3102_02,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3102_p11_06,payment,0,72700,72700,INR,0,0,false,true,2026-08-26T08:30:00Z,2026-08-26T16:30:00Z,set_3102_p11,Synthetic customer payment,,ent_3102_p11_06,UTR3102P11A,ord_3102_p11_06,receipt_3102_06,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3102_p08_05,payment,0,44700,44700,INR,0,0,false,true,2026-08-30T02:30:00Z,2026-08-30T10:30:00Z,set_3102_p08,Synthetic customer payment,,ent_3102_p08_05,,ord_3102_p08_05,receipt_3102_05,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3102_p00_04,payment,0,77900,77900,INR,0,0,false,true,2026-08-30T02:30:00Z,2026-08-30T10:30:00Z,set_3102_p00,Synthetic customer payment,,ent_3102_p00_04,UTR3102P00A,ord_3102_p00_04,receipt_3102_04,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3102_p05_02,payment,0,81500,81500,INR,0,0,false,true,2026-08-30T08:30:00Z,2026-08-30T16:30:00Z,set_3102_p05,Synthetic customer payment,,ent_3102_p05_02,UTR3102P05A,ord_3102_p05_02,receipt_3102_02,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3102_p00_07,payment,0,47500,47500,INR,0,0,false,true,2026-08-30T02:30:00Z,2026-08-30T10:30:00Z,set_3102_p00,Synthetic customer payment,,ent_3102_p00_07,UTR3102P00A,ord_3102_p00_07,receipt_3102_07,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3102_p06_05,payment,0,48400,48400,INR,0,0,false,true,2026-08-29T22:30:00Z,2026-08-30T06:30:00Z,set_3102_p06,Synthetic customer payment,,ent_3102_p06_05,UTR3102P06A,ord_3102_p06_05,receipt_3102_05,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3102_p02_01,payment,0,19700,19700,INR,0,0,false,true,2026-08-29T22:30:00Z,2026-08-30T06:30:00Z,set_3102_p02,Synthetic customer payment,,ent_3102_p02_01,UTR3102P02A,ord_3102_p02_01,receipt_3102_01,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3102_p11_01,payment,0,64600,64600,INR,0,0,false,true,2026-08-26T08:30:00Z,2026-08-26T16:30:00Z,set_3102_p11,Synthetic customer payment,,ent_3102_p11_01,UTR3102P11A,ord_3102_p11_01,receipt_3102_01,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3102_p03_04,payment,0,64400,64400,INR,0,0,false,true,2026-08-29T20:30:00Z,2026-08-30T04:30:00Z,set_3102_p03,Synthetic customer payment,,ent_3102_p03_04,UTR3102P03A,ord_3102_p03_04,receipt_3102_04,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3102_p10_02,payment,0,39900,39900,INR,0,0,false,true,2026-08-29T20:30:00Z,2026-08-30T04:30:00Z,set_3102_p10,Synthetic customer payment,,ent_3102_p10_02,UTR3102P10A,ord_3102_p10_02,receipt_3102_02,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3102_p01_06,payment,0,59500,59500,INR,0,0,false,true,2026-08-30T00:30:00Z,2026-08-30T08:30:00Z,set_3102_p01,Synthetic customer payment,,ent_3102_p01_06,UTR3102P01A,ord_3102_p01_06,receipt_3102_06,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3102_p07_02,payment,0,45600,45600,INR,0,0,false,true,2026-08-29T20:30:00Z,2026-08-30T04:30:00Z,set_3102_p07,Synthetic customer payment,,ent_3102_p07_02,UTR3102P07A,ord_3102_p07_02,receipt_3102_02,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3102_p00_01,payment,0,72400,72400,INR,0,0,false,true,2026-08-30T02:30:00Z,2026-08-30T10:30:00Z,set_3102_p00,Synthetic customer payment,,ent_3102_p00_01,UTR3102P00A,ord_3102_p00_01,receipt_3102_01,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3102_p10_01,payment,0,46100,46100,INR,0,0,false,true,2026-08-29T20:30:00Z,2026-08-30T04:30:00Z,set_3102_p10,Synthetic customer payment,,ent_3102_p10_01,UTR3102P10A,ord_3102_p10_01,receipt_3102_01,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3102_p08_04,payment,0,21200,21200,INR,0,0,false,true,2026-08-30T02:30:00Z,2026-08-30T10:30:00Z,set_3102_p08,Synthetic customer payment,,ent_3102_p08_04,,ord_3102_p08_04,receipt_3102_04,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3102_p11_04,payment,0,43200,43200,INR,0,0,false,true,2026-08-26T08:30:00Z,2026-08-26T16:30:00Z,set_3102_p11,Synthetic customer payment,,ent_3102_p11_04,UTR3102P11A,ord_3102_p11_04,receipt_3102_04,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3102_p01_01,payment,0,61700,61700,INR,0,0,false,true,2026-08-30T00:30:00Z,2026-08-30T08:30:00Z,set_3102_p01,Synthetic customer payment,,ent_3102_p01_01,UTR3102P01A,ord_3102_p01_01,receipt_3102_01,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3102_p08_06,payment,0,78100,78100,INR,0,0,false,true,2026-08-30T02:30:00Z,2026-08-30T10:30:00Z,set_3102_p08,Synthetic customer payment,,ent_3102_p08_06,,ord_3102_p08_06,receipt_3102_06,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3102_p06_01,payment,0,54000,54000,INR,0,0,false,true,2026-08-29T22:30:00Z,2026-08-30T06:30:00Z,set_3102_p06,Synthetic customer payment,,ent_3102_p06_01,UTR3102P06A,ord_3102_p06_01,receipt_3102_01,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3102_p05_07,payment,0,75400,75400,INR,0,0,false,true,2026-08-30T08:30:00Z,2026-08-30T16:30:00Z,set_3102_p05,Synthetic customer payment,,ent_3102_p05_07,UTR3102P05A,ord_3102_p05_07,receipt_3102_07,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3102_p07_03,payment,0,36100,36100,INR,0,0,false,true,2026-08-29T20:30:00Z,2026-08-30T04:30:00Z,set_3102_p07,Synthetic customer payment,,ent_3102_p07_03,UTR3102P07A,ord_3102_p07_03,receipt_3102_03,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3102_p02_06,payment,0,16500,16500,INR,0,0,false,true,2026-08-29T22:30:00Z,2026-08-30T06:30:00Z,set_3102_p02,Synthetic customer payment,,ent_3102_p02_06,UTR3102P02A,ord_3102_p02_06,receipt_3102_06,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3102_p09_04,payment,0,13400,13400,INR,0,0,false,true,2026-08-30T00:30:00Z,2026-08-30T08:30:00Z,set_3102_p09,Synthetic customer payment,,ent_3102_p09_04,UTR3102P09A,ord_3102_p09_04,receipt_3102_04,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3102_p03_09,adjustment,81,0,81,INR,0,81,false,true,2026-08-30T06:30:00Z,2026-08-30T14:30:00Z,set_3102_p03,Synthetic adjustment movement,,,UTR3102P03A,,,,,,,,,ba_02
ent_3102_p09_03,payment,0,77200,77200,INR,0,0,false,true,2026-08-30T00:30:00Z,2026-08-30T08:30:00Z,set_3102_p09,Synthetic customer payment,,ent_3102_p09_03,UTR3102P09A,ord_3102_p09_03,receipt_3102_03,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3102_p08_03,payment,0,59800,59800,INR,0,0,false,true,2026-08-30T02:30:00Z,2026-08-30T10:30:00Z,set_3102_p08,Synthetic customer payment,,ent_3102_p08_03,,ord_3102_p08_03,receipt_3102_03,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3102_p04_04,payment,0,33500,33500,INR,0,0,false,true,2026-08-30T08:30:00Z,2026-08-30T16:30:00Z,set_3102_p04,Synthetic customer payment,,ent_3102_p04_04,UTR3102P04A,ord_3102_p04_04,receipt_3102_04,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3102_p00_02,payment,0,42200,42200,INR,0,0,false,true,2026-08-30T02:30:00Z,2026-08-30T10:30:00Z,set_3102_p00,Synthetic customer payment,,ent_3102_p00_02,UTR3102P00A,ord_3102_p00_02,receipt_3102_02,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3102_p06_00,payment,0,22700,22700,INR,0,0,false,true,2026-08-29T22:30:00Z,2026-08-30T06:30:00Z,set_3102_p06,Synthetic customer payment,,ent_3102_p06_00,UTR3102P06A,ord_3102_p06_00,receipt_3102_00,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3102_p05_06,payment,0,50100,50100,INR,0,0,false,true,2026-08-30T08:30:00Z,2026-08-30T16:30:00Z,set_3102_p05,Synthetic customer payment,,ent_3102_p05_06,UTR3102P05A,ord_3102_p05_06,receipt_3102_06,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3102_p03_06,payment,0,68100,68100,INR,0,0,false,true,2026-08-29T20:30:00Z,2026-08-30T04:30:00Z,set_3102_p03,Synthetic customer payment,,ent_3102_p03_06,UTR3102P03A,ord_3102_p03_06,receipt_3102_06,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3102_p02_02,payment,0,43800,43800,INR,0,0,false,true,2026-08-29T22:30:00Z,2026-08-30T06:30:00Z,set_3102_p02,Synthetic customer payment,,ent_3102_p02_02,UTR3102P02A,ord_3102_p02_02,receipt_3102_02,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3102_p11_03,payment,0,25100,25100,INR,0,0,false,true,2026-08-26T08:30:00Z,2026-08-26T16:30:00Z,set_3102_p11,Synthetic customer payment,,ent_3102_p11_03,UTR3102P11A,ord_3102_p11_03,receipt_3102_03,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3102_p02_00,payment,0,53000,53000,INR,450,81,false,true,2026-08-29T22:30:00Z,2026-08-30T06:30:00Z,set_3102_p02,Synthetic customer payment,,ent_3102_p02_00,UTR3102P02A,ord_3102_p02_00,receipt_3102_00,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3102_p02_08,adjustment,450,0,450,INR,450,0,false,true,2026-08-30T08:30:00Z,2026-08-30T16:30:00Z,set_3102_p02,Synthetic adjustment movement,,,UTR3102P02A,,,,,,,,,ba_01
ent_3102_p04_03,payment,0,61900,61900,INR,0,0,false,true,2026-08-30T08:30:00Z,2026-08-30T16:30:00Z,set_3102_p04,Synthetic customer payment,,ent_3102_p04_03,UTR3102P04A,ord_3102_p04_03,receipt_3102_03,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3102_p07_05,payment,0,73900,73900,INR,0,0,false,true,2026-08-29T20:30:00Z,2026-08-30T04:30:00Z,set_3102_p07,Synthetic customer payment,,ent_3102_p07_05,UTR3102P07A,ord_3102_p07_05,receipt_3102_05,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3102_p00_03,payment,0,47700,47700,INR,0,0,false,true,2026-08-30T02:30:00Z,2026-08-30T10:30:00Z,set_3102_p00,Synthetic customer payment,,ent_3102_p00_03,UTR3102P00A,ord_3102_p00_03,receipt_3102_03,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3102_p08_00,payment,0,83900,83900,INR,0,0,false,true,2026-08-30T02:30:00Z,2026-08-30T10:30:00Z,set_3102_p08,Synthetic customer payment,,ent_3102_p08_00,,ord_3102_p08_00,receipt_3102_00,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3102_p02_09,adjustment,81,0,81,INR,0,81,false,true,2026-08-30T08:30:00Z,2026-08-30T16:30:00Z,set_3102_p02,Synthetic adjustment movement,,,UTR3102P02A,,,,,,,,,ba_01
ent_3102_p10_03,payment,0,57400,57400,INR,0,0,false,true,2026-08-29T20:30:00Z,2026-08-30T04:30:00Z,set_3102_p10,Synthetic customer payment,,ent_3102_p10_03,UTR3102P10A,ord_3102_p10_03,receipt_3102_03,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3102_p02_03,payment,0,57100,57100,INR,0,0,false,true,2026-08-29T22:30:00Z,2026-08-30T06:30:00Z,set_3102_p02,Synthetic customer payment,,ent_3102_p02_03,UTR3102P02A,ord_3102_p02_03,receipt_3102_03,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
,payment,0,0,0,INR,0,0,false,true,2026-08-31T18:30:00Z,2026-08-31T18:30:00Z,malformed_settlement,Synthetic malformed source row,,,,,,,,,,,,ba_01
ent_3102_p11_07,payment,0,55200,55200,INR,0,0,false,true,2026-08-26T08:30:00Z,2026-08-26T16:30:00Z,set_3102_p11,Synthetic customer payment,,ent_3102_p11_07,UTR3102P11A,ord_3102_p11_07,receipt_3102_07,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3102_p09_01,payment,0,36900,36900,INR,0,0,false,true,2026-08-30T00:30:00Z,2026-08-30T08:30:00Z,set_3102_p09,Synthetic customer payment,,ent_3102_p09_01,UTR3102P09A,ord_3102_p09_01,receipt_3102_01,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3102_p04_00,payment,0,60200,60200,INR,0,0,false,true,2026-08-30T08:30:00Z,2026-08-30T16:30:00Z,set_3102_p04,Synthetic customer payment,,ent_3102_p04_00,UTR3102P04A,ord_3102_p04_00,receipt_3102_00,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3102_p04_05,payment,0,66900,66900,INR,0,0,false,true,2026-08-30T08:30:00Z,2026-08-30T16:30:00Z,set_3102_p04,Synthetic customer payment,,ent_3102_p04_05,UTR3102P04A,ord_3102_p04_05,receipt_3102_05,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3102_p05_10,refund,1250,0,1250,INR,0,0,false,true,2026-08-30T18:30:00Z,2026-08-31T02:30:00Z,set_3102_p05,Synthetic refund movement,,ent_3102_p00_00,UTR3102P05A,,,,,,,,,ba_02
ent_3102_p03_01,payment,0,55200,55200,INR,0,0,false,true,2026-08-29T20:30:00Z,2026-08-30T04:30:00Z,set_3102_p03,Synthetic customer payment,,ent_3102_p03_01,UTR3102P03A,ord_3102_p03_01,receipt_3102_01,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3102_p01_03,payment,0,70300,70300,INR,0,0,false,true,2026-08-30T00:30:00Z,2026-08-30T08:30:00Z,set_3102_p01,Synthetic customer payment,,ent_3102_p01_03,UTR3102P01A,ord_3102_p01_03,receipt_3102_03,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3102_p05_01,payment,0,83600,83600,INR,0,0,false,true,2026-08-30T08:30:00Z,2026-08-30T16:30:00Z,set_3102_p05,Synthetic customer payment,,ent_3102_p05_01,UTR3102P05A,ord_3102_p05_01,receipt_3102_01,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3102_p10_00,payment,0,71000,71000,INR,0,0,false,true,2026-08-29T20:30:00Z,2026-08-30T04:30:00Z,set_3102_p10,Synthetic customer payment,,ent_3102_p10_00,UTR3102P10A,ord_3102_p10_00,receipt_3102_00,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3102_p07_07,payment,0,22500,22500,INR,0,0,false,true,2026-08-29T20:30:00Z,2026-08-30T04:30:00Z,set_3102_p07,Synthetic customer payment,,ent_3102_p07_07,UTR3102P07A,ord_3102_p07_07,receipt_3102_07,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3102_p01_07,payment,0,66900,66900,INR,0,0,false,true,2026-08-30T00:30:00Z,2026-08-30T08:30:00Z,set_3102_p01,Synthetic customer payment,,ent_3102_p01_07,UTR3102P01A,ord_3102_p01_07,receipt_3102_07,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3102_p01_08,adjustment,450,0,450,INR,450,0,false,true,2026-08-30T10:30:00Z,2026-08-30T18:30:00Z,set_3102_p01,Synthetic adjustment movement,,,UTR3102P01A,,,,,,,,,ba_02
ent_3102_p09_06,payment,0,26300,26300,INR,0,0,false,true,2026-08-30T00:30:00Z,2026-08-30T08:30:00Z,set_3102_p09,Synthetic customer payment,,ent_3102_p09_06,UTR3102P09A,ord_3102_p09_06,receipt_3102_06,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3102_p10_06,payment,0,30200,30200,INR,0,0,false,true,2026-08-29T20:30:00Z,2026-08-30T04:30:00Z,set_3102_p10,Synthetic customer payment,,ent_3102_p10_06,UTR3102P10A,ord_3102_p10_06,receipt_3102_06,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3102_p11_00,payment,0,12100,12100,INR,0,0,false,true,2026-08-26T08:30:00Z,2026-08-26T16:30:00Z,set_3102_p11,Synthetic customer payment,,ent_3102_p11_00,UTR3102P11A,ord_3102_p11_00,receipt_3102_00,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3102_p03_03,payment,0,82500,82500,INR,0,0,false,true,2026-08-29T20:30:00Z,2026-08-30T04:30:00Z,set_3102_p03,Synthetic customer payment,,ent_3102_p03_03,UTR3102P03A,ord_3102_p03_03,receipt_3102_03,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3102_p03_07,payment,0,22200,22200,INR,0,0,false,true,2026-08-29T20:30:00Z,2026-08-30T04:30:00Z,set_3102_p03,Synthetic customer payment,,ent_3102_p03_07,UTR3102P03A,ord_3102_p03_07,receipt_3102_07,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3102_p02_04,payment,0,82100,82100,INR,0,0,false,true,2026-08-29T22:30:00Z,2026-08-30T06:30:00Z,set_3102_p02,Synthetic customer payment,,ent_3102_p02_04,UTR3102P02A,ord_3102_p02_04,receipt_3102_04,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
