journal_id,line_id,posted_at,account_code,account_name,debit,credit,currency,reference,narration,order_id,payment_id,settlement_id,utr,voucher_type
j_3101_ent_3101_p00_05,l_3101_ent_3101_p00_05_d,2026-08-30T10:30:00Z,1100,Synthetic Razorpay clearing,19000,0,INR,set_3101_p00,Synthetic balanced journal,ord_3101_p00_05,ent_3101_p00_05,set_3101_p00,UTR3101P00A,synthetic_recon
j_3101_ent_3101_p02_03,l_3101_ent_3101_p02_03_d,2026-08-30T06:30:00Z,1100,Synthetic Razorpay clearing,33900,0,INR,set_3101_p02,Synthetic balanced journal,ord_3101_p02_03,ent_3101_p02_03,set_3101_p02,UTR3101P02A,synthetic_recon
j_3101_ent_3101_p03_04,l_3101_ent_3101_p03_04_c,2026-08-30T04:30:00Z,4000,Synthetic sales revenue,0,62100,INR,set_3101_p03,Synthetic balanced journal,ord_3101_p03_04,ent_3101_p03_04,set_3101_p03,UTR3101P03A,synthetic_recon
j_3101_ent_3101_p02_02,l_3101_ent_3101_p02_02_c,2026-08-30T06:30:00Z,4000,Synthetic sales revenue,0,49400,INR,set_3101_p02,Synthetic balanced journal,ord_3101_p02_02,ent_3101_p02_02,set_3101_p02,UTR3101P02A,synthetic_recon
j_3101_ent_3101_p00_04,l_3101_ent_3101_p00_04_c,2026-08-30T10:30:00Z,4000,Synthetic sales revenue,0,76800,INR,set_3101_p00,Synthetic balanced journal,ord_3101_p00_04,ent_3101_p00_04,set_3101_p00,UTR3101P00A,synthetic_recon
j_3101_ent_3101_p01_01,l_3101_ent_3101_p01_01_c,2026-08-30T08:30:00Z,4000,Synthetic sales revenue,0,65500,INR,set_3101_p01,Synthetic balanced journal,ord_3101_p01_01,ent_3101_p01_01,set_3101_p01,UTR3101P01A,synthetic_recon
j_3101_ent_3101_p03_00,l_3101_ent_3101_p03_00_c,2026-08-30T04:30:00Z,4000,Synthetic sales revenue,0,70000,INR,set_3101_p03,Synthetic balanced journal,ord_3101_p03_00,ent_3101_p03_00,set_3101_p03,UTR3101P03A,synthetic_recon
j_3101_ent_3101_p00_01,l_3101_ent_3101_p00_01_d,2026-08-30T10:30:00Z,1100,Synthetic Razorpay clearing,61600,0,INR,set_3101_p00,Synthetic balanced journal,ord_3101_p00_01,ent_3101_p00_01,set_3101_p00,UTR3101P00A,synthetic_recon
j_3101_ent_3101_p03_03,l_3101_ent_3101_p03_03_d,2026-08-30T04:30:00Z,1100,Synthetic Razorpay clearing,67900,0,INR,set_3101_p03,Synthetic balanced journal,ord_3101_p03_03,ent_3101_p03_03,set_3101_p03,UTR3101P03A,synthetic_recon
j_3101_ent_3101_p00_00,l_3101_ent_3101_p00_00_c,2026-08-30T10:30:00Z,4000,Synthetic sales revenue,0,49900,INR,set_3101_p00,Synthetic balanced journal,ord_3101_p00_00,ent_3101_p00_00,set_3101_p00,UTR3101P00A,synthetic_recon
j_3101_ent_3101_p03_07,l_3101_ent_3101_p03_07_c,2026-08-30T04:30:00Z,4000,Synthetic sales revenue,0,12100,INR,set_3101_p03,Synthetic balanced journal,ord_3101_p03_07,ent_3101_p03_07,set_3101_p03,UTR3101P03A,synthetic_recon
j_3101_ent_3101_p02_08,l_3101_ent_3101_p02_08_c,2026-08-30T16:30:00Z,1100,Synthetic Razorpay clearing,0,450,INR,set_3101_p02,Synthetic balanced journal,,,set_3101_p02,UTR3101P02A,synthetic_recon
j_3101_ent_3101_p00_07,l_3101_ent_3101_p00_07_c,2026-08-30T10:30:00Z,4000,Synthetic sales revenue,0,70500,INR,set_3101_p00,Synthetic balanced journal,ord_3101_p00_07,ent_3101_p00_07,set_3101_p00,UTR3101P00A,synthetic_recon
j_3101_ent_3101_p00_02,l_3101_ent_3101_p00_02_d,2026-08-30T10:30:00Z,1100,Synthetic Razorpay clearing,49500,0,INR,set_3101_p00,Synthetic balanced journal,ord_3101_p00_02,ent_3101_p00_02,set_3101_p00,UTR3101P00A,synthetic_recon
j_3101_ent_3101_p01_06,l_3101_ent_3101_p01_06_c,2026-08-30T08:30:00Z,4000,Synthetic sales revenue,0,13900,INR,set_3101_p01,Synthetic balanced journal,ord_3101_p01_06,ent_3101_p01_06,set_3101_p01,UTR3101P01A,synthetic_recon
j_3101_ent_3101_p02_00,l_3101_ent_3101_p02_00_c,2026-08-30T06:30:00Z,4000,Synthetic sales revenue,0,27500,INR,set_3101_p02,Synthetic balanced journal,ord_3101_p02_00,ent_3101_p02_00,set_3101_p02,UTR3101P02A,synthetic_recon
j_3101_ent_3101_p02_05,l_3101_ent_3101_p02_05_d,2026-08-30T06:30:00Z,1100,Synthetic Razorpay clearing,32400,0,INR,set_3101_p02,Synthetic balanced journal,ord_3101_p02_05,ent_3101_p02_05,set_3101_p02,UTR3101P02A,synthetic_recon
j_3101_ent_3101_p03_02,l_3101_ent_3101_p03_02_c,2026-08-30T04:30:00Z,4000,Synthetic sales revenue,0,51900,INR,set_3101_p03,Synthetic balanced journal,ord_3101_p03_02,ent_3101_p03_02,set_3101_p03,UTR3101P03A,synthetic_recon
j_3101_ent_3101_p01_05,l_3101_ent_3101_p01_05_d,2026-08-30T08:30:00Z,1100,Synthetic Razorpay clearing,57200,0,INR,set_3101_p01,Synthetic balanced journal,ord_3101_p01_05,ent_3101_p01_05,set_3101_p01,UTR3101P01A,synthetic_recon
j_3101_ent_3101_p02_01,l_3101_ent_3101_p02_01_c,2026-08-30T06:30:00Z,4000,Synthetic sales revenue,0,39700,INR,set_3101_p02,Synthetic balanced journal,ord_3101_p02_01,ent_3101_p02_01,set_3101_p02,UTR3101P02A,synthetic_recon
j_3101_ent_3101_p03_08,l_3101_ent_3101_p03_08_d,2026-08-30T14:30:00Z,5100,Synthetic gateway fee expense,450,0,INR,set_3101_p03,Synthetic balanced journal,,,set_3101_p03,UTR3101P03A,synthetic_recon
j_3101_ent_3101_p01_09,l_3101_ent_3101_p01_09_d,2026-08-30T18:30:00Z,2100,Synthetic input GST,81,0,INR,set_3101_p01,Synthetic balanced journal,,,set_3101_p01,UTR3101P01A,synthetic_recon
j_3101_ent_3101_p02_06,l_3101_ent_3101_p02_06_d,2026-08-30T06:30:00Z,1100,Synthetic Razorpay clearing,48900,0,INR,set_3101_p02,Synthetic balanced journal,ord_3101_p02_06,ent_3101_p02_06,set_3101_p02,UTR3101P02A,synthetic_recon
j_3101_ent_3101_p00_09,l_3101_ent_3101_p00_09_c,2026-08-30T20:30:00Z,1100,Synthetic Razorpay clearing,0,81,INR,set_3101_p00,Synthetic balanced journal,,,set_3101_p00,UTR3101P00A,synthetic_recon
j_3101_ent_3101_p01_09,l_3101_ent_3101_p01_09_c,2026-08-30T18:30:00Z,1100,Synthetic Razorpay clearing,0,81,INR,set_3101_p01,Synthetic balanced journal,,,set_3101_p01,UTR3101P01A,synthetic_recon
j_3101_ent_3101_p00_03,l_3101_ent_3101_p00_03_d,2026-08-30T10:30:00Z,1100,Synthetic Razorpay clearing,41000,0,INR,set_3101_p00,Synthetic balanced journal,ord_3101_p00_03,ent_3101_p00_03,set_3101_p00,UTR3101P00A,synthetic_recon
j_3101_ent_3101_p01_06,l_3101_ent_3101_p01_06_d,2026-08-30T08:30:00Z,1100,Synthetic Razorpay clearing,13900,0,INR,set_3101_p01,Synthetic balanced journal,ord_3101_p01_06,ent_3101_p01_06,set_3101_p01,UTR3101P01A,synthetic_recon
j_3101_ent_3101_p02_09,l_3101_ent_3101_p02_09_c,2026-08-30T16:30:00Z,1100,Synthetic Razorpay clearing,0,81,INR,set_3101_p02,Synthetic balanced journal,,,set_3101_p02,UTR3101P02A,synthetic_recon
j_3101_ent_3101_p03_06,l_3101_ent_3101_p03_06_c,2026-08-30T04:30:00Z,4000,Synthetic sales revenue,0,36300,INR,set_3101_p03,Synthetic balanced journal,ord_3101_p03_06,ent_3101_p03_06,set_3101_p03,UTR3101P03A,synthetic_recon
j_3101_ent_3101_p00_06,l_3101_ent_3101_p00_06_d,2026-08-30T10:30:00Z,1100,Synthetic Razorpay clearing,55900,0,INR,set_3101_p00,Synthetic balanced journal,ord_3101_p00_06,ent_3101_p00_06,set_3101_p00,UTR3101P00A,synthetic_recon
j_3101_ent_3101_p02_07,l_3101_ent_3101_p02_07_d,2026-08-30T06:30:00Z,1100,Synthetic Razorpay clearing,15600,0,INR,set_3101_p02,Synthetic balanced journal,ord_3101_p02_07,ent_3101_p02_07,set_3101_p02,UTR3101P02A,synthetic_recon
