entity_id,type,debit,credit,amount,currency,fee,tax,on_hold,settled,created_at,settled_at,settlement_id,description,notes,payment_id,settlement_utr,order_id,order_receipt,method,card_network,card_issuer,card_type,dispute_id,channel_type,balance_account_id
ent_3103_p03_05,payment,0,67000,67000,INR,0,0,false,true,2026-08-30T08:30:00Z,2026-08-30T16:30:00Z,set_3103_p03,Synthetic customer payment,,ent_3103_p03_05,UTR3103P03A,ord_3103_p03_05,receipt_3103_05,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3103_p11_05,payment,0,38200,38200,INR,0,0,false,true,2026-08-29T20:30:00Z,2026-08-30T04:30:00Z,set_3103_p11,Synthetic customer payment,,ent_3103_p11_05,UTR3103P11A,ord_3103_p11_05,receipt_3103_05,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3103_p08_06,payment,0,46500,46500,INR,0,0,false,true,2026-08-30T02:30:00Z,2026-08-30T10:30:00Z,set_3103_p08,Synthetic customer payment,,ent_3103_p08_06,UTR3103P08A,ord_3103_p08_06,receipt_3103_06,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3103_p08_04,payment,0,52500,52500,INR,0,0,false,true,2026-08-30T02:30:00Z,2026-08-30T10:30:00Z,set_3103_p08,Synthetic customer payment,,ent_3103_p08_04,UTR3103P08A,ord_3103_p08_04,receipt_3103_04,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3103_p05_05,payment,0,61700,61700,INR,0,0,false,true,2026-08-30T00:30:00Z,2026-08-30T08:30:00Z,set_3103_p05,Synthetic customer payment,,ent_3103_p05_05,UTR3103P05A,ord_3103_p05_05,receipt_3103_05,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3103_p04_05,payment,0,80500,80500,INR,0,0,false,true,2026-08-30T08:30:00Z,2026-08-30T16:30:00Z,set_3103_p04,Synthetic customer payment,,ent_3103_p04_05,UTR3103P04A,ord_3103_p04_05,receipt_3103_05,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3103_p10_06,payment,0,30600,30600,INR,0,0,false,true,2026-08-26T08:30:00Z,2026-08-26T16:30:00Z,set_3103_p10,Synthetic customer payment,,ent_3103_p10_06,UTR3103P10A,ord_3103_p10_06,receipt_3103_06,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3103_p07_07,payment,0,80200,80200,INR,0,0,false,true,2026-08-29T20:30:00Z,2026-08-30T04:30:00Z,set_3103_p07,Synthetic customer payment,,ent_3103_p07_07,,ord_3103_p07_07,receipt_3103_07,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3103_p11_04,payment,0,12800,12800,INR,0,0,false,true,2026-08-29T20:30:00Z,2026-08-30T04:30:00Z,set_3103_p11,Synthetic customer payment,,ent_3103_p11_04,UTR3103P11A,ord_3103_p11_04,receipt_3103_04,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3103_p05_02,payment,0,69600,69600,INR,0,0,false,true,2026-08-30T00:30:00Z,2026-08-30T08:30:00Z,set_3103_p05,Synthetic customer payment,,ent_3103_p05_02,UTR3103P05A,ord_3103_p05_02,receipt_3103_02,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3103_p09_06,payment,0,48300,48300,INR,0,0,false,true,2026-08-29T20:30:00Z,2026-08-30T04:30:00Z,set_3103_p09,Synthetic customer payment,,ent_3103_p09_06,UTR3103P09A,ord_3103_p09_06,receipt_3103_06,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3103_p05_06,payment,0,35000,35000,INR,0,0,false,true,2026-08-30T00:30:00Z,2026-08-30T08:30:00Z,set_3103_p05,Synthetic customer payment,,ent_3103_p05_06,UTR3103P05A,ord_3103_p05_06,receipt_3103_06,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3103_p11_01,payment,0,51800,51800,INR,0,0,false,true,2026-08-29T20:30:00Z,2026-08-30T04:30:00Z,set_3103_p11,Synthetic customer payment,,ent_3103_p11_01,UTR3103P11A,ord_3103_p11_01,receipt_3103_01,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3103_p07_00,payment,0,58500,58500,INR,0,0,false,true,2026-08-29T20:30:00Z,2026-08-30T04:30:00Z,set_3103_p07,Synthetic customer payment,,ent_3103_p07_00,,ord_3103_p07_00,receipt_3103_00,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3103_p03_01,payment,0,66600,66600,INR,0,0,false,true,2026-08-30T08:30:00Z,2026-08-30T16:30:00Z,set_3103_p03,Synthetic customer payment,,ent_3103_p03_01,UTR3103P03A,ord_3103_p03_01,receipt_3103_01,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3103_p11_03,payment,0,34700,34700,INR,0,0,false,true,2026-08-29T20:30:00Z,2026-08-30T04:30:00Z,set_3103_p11,Synthetic customer payment,,ent_3103_p11_03,UTR3103P11A,ord_3103_p11_03,receipt_3103_03,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3103_p08_01,payment,0,83500,83500,INR,0,0,false,true,2026-08-30T02:30:00Z,2026-08-30T10:30:00Z,set_3103_p08,Synthetic customer payment,,ent_3103_p08_01,UTR3103P08A,ord_3103_p08_01,receipt_3103_01,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3103_p10_02,payment,0,33300,33300,INR,0,0,false,true,2026-08-26T08:30:00Z,2026-08-26T16:30:00Z,set_3103_p10,Synthetic customer payment,,ent_3103_p10_02,UTR3103P10A,ord_3103_p10_02,receipt_3103_02,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3103_p02_04,payment,0,52000,52000,INR,0,0,false,true,2026-08-29T22:30:00Z,2026-08-30T06:30:00Z,set_3103_p02,Synthetic customer payment,,ent_3103_p02_04,UTR3103P02A,ord_3103_p02_04,receipt_3103_04,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3103_p01_06,payment,0,49400,49400,INR,0,0,false,true,2026-08-30T00:30:00Z,2026-08-30T08:30:00Z,set_3103_p01,Synthetic customer payment,,ent_3103_p01_06,UTR3103P01A,ord_3103_p01_06,receipt_3103_06,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3103_p02_08,adjustment,450,0,450,INR,450,0,false,true,2026-08-30T08:30:00Z,2026-08-30T16:30:00Z,set_3103_p02,Synthetic adjustment movement,,,UTR3103P02A,,,,,,,,,ba_01
ent_3103_p10_03,payment,0,75300,75300,INR,0,0,false,true,2026-08-26T08:30:00Z,2026-08-26T16:30:00Z,set_3103_p10,Synthetic customer payment,,ent_3103_p10_03,UTR3103P10A,ord_3103_p10_03,receipt_3103_03,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3103_p01_08,adjustment,450,0,450,INR,450,0,false,true,2026-08-30T10:30:00Z,2026-08-30T18:30:00Z,set_3103_p01,Synthetic adjustment movement,,,UTR3103P01A,,,,,,,,,ba_02
ent_3103_p05_00,payment,0,49200,49200,INR,0,0,false,true,2026-08-30T00:30:00Z,2026-08-30T08:30:00Z,set_3103_p05,Synthetic customer payment,,ent_3103_p05_00,UTR3103P05A,ord_3103_p05_00,receipt_3103_00,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3103_p09_05,payment,0,19800,19800,INR,0,0,false,true,2026-08-29T20:30:00Z,2026-08-30T04:30:00Z,set_3103_p09,Synthetic customer payment,,ent_3103_p09_05,UTR3103P09A,ord_3103_p09_05,receipt_3103_05,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3103_p01_07,payment,0,50300,50300,INR,0,0,false,true,2026-08-30T00:30:00Z,2026-08-30T08:30:00Z,set_3103_p01,Synthetic customer payment,,ent_3103_p01_07,UTR3103P01A,ord_3103_p01_07,receipt_3103_07,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3103_p06_03,payment,0,41800,41800,INR,0,0,false,true,2026-08-29T22:30:00Z,2026-08-30T06:30:00Z,set_3103_p06,Synthetic customer payment,,ent_3103_p06_03,UTR3103P06A,ord_3103_p06_03,receipt_3103_03,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3103_p03_00,payment,0,59000,59000,INR,0,0,false,true,2026-08-30T08:30:00Z,2026-08-30T16:30:00Z,set_3103_p03,Synthetic customer payment,,ent_3103_p03_00,UTR3103P03A,ord_3103_p03_00,receipt_3103_00,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3103_p02_09,adjustment,81,0,81,INR,0,81,false,true,2026-08-30T08:30:00Z,2026-08-30T16:30:00Z,set_3103_p02,Synthetic adjustment movement,,,UTR3103P02A,,,,,,,,,ba_01
ent_3103_p00_07,payment,0,43700,43700,INR,0,0,false,true,2026-08-30T02:30:00Z,2026-08-30T10:30:00Z,set_3103_p00,Synthetic customer payment,,ent_3103_p00_07,UTR3103P00A,ord_3103_p00_07,receipt_3103_07,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3103_p02_06,payment,0,39500,39500,INR,0,0,false,true,2026-08-29T22:30:00Z,2026-08-30T06:30:00Z,set_3103_p02,Synthetic customer payment,,ent_3103_p02_06,UTR3103P02A,ord_3103_p02_06,receipt_3103_06,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3103_p02_00,payment,0,74200,74200,INR,450,81,false,true,2026-08-29T22:30:00Z,2026-08-30T06:30:00Z,set_3103_p02,Synthetic customer payment,,ent_3103_p02_00,UTR3103P02A,ord_3103_p02_00,receipt_3103_00,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3103_p00_02,payment,0,74000,74000,INR,0,0,false,true,2026-08-30T02:30:00Z,2026-08-30T10:30:00Z,set_3103_p00,Synthetic customer payment,,ent_3103_p00_02,UTR3103P00A,ord_3103_p00_02,receipt_3103_02,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3103_p07_03,payment,0,66100,66100,INR,0,0,false,true,2026-08-29T20:30:00Z,2026-08-30T04:30:00Z,set_3103_p07,Synthetic customer payment,,ent_3103_p07_03,,ord_3103_p07_03,receipt_3103_03,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3103_p11_08,adjustment,450,0,450,INR,450,0,false,true,2026-08-30T06:30:00Z,2026-08-30T14:30:00Z,set_3103_p11,Synthetic adjustment movement,,,UTR3103P11A,,,,,,,,,ba_02
ent_3103_p05_04,payment,0,77700,77700,INR,0,0,false,true,2026-08-30T00:30:00Z,2026-08-30T08:30:00Z,set_3103_p05,Synthetic customer payment,,ent_3103_p05_04,UTR3103P05A,ord_3103_p05_04,receipt_3103_04,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3103_p04_01,payment,0,33600,33600,INR,0,0,false,true,2026-08-30T08:30:00Z,2026-08-30T16:30:00Z,set_3103_p04,Synthetic customer payment,,ent_3103_p04_01,UTR3103P04A,ord_3103_p04_01,receipt_3103_01,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3103_p07_06,payment,0,65800,65800,INR,0,0,false,true,2026-08-29T20:30:00Z,2026-08-30T04:30:00Z,set_3103_p07,Synthetic customer payment,,ent_3103_p07_06,,ord_3103_p07_06,receipt_3103_06,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3103_p01_03,payment,0,79400,79400,INR,0,0,false,true,2026-08-30T00:30:00Z,2026-08-30T08:30:00Z,set_3103_p01,Synthetic customer payment,,ent_3103_p01_03,UTR3103P01A,ord_3103_p01_03,receipt_3103_03,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3103_p00_08,adjustment,450,0,450,INR,450,0,false,true,2026-08-30T12:30:00Z,2026-08-30T20:30:00Z,set_3103_p00,Synthetic adjustment movement,,,UTR3103P00A,,,,,,,,,ba_01
ent_3103_p10_01,payment,0,71200,71200,INR,0,0,false,true,2026-08-26T08:30:00Z,2026-08-26T16:30:00Z,set_3103_p10,Synthetic customer payment,,ent_3103_p10_01,UTR3103P10A,ord_3103_p10_01,receipt_3103_01,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3103_p06_07,payment,0,32200,32200,INR,0,0,false,true,2026-08-29T22:30:00Z,2026-08-30T06:30:00Z,set_3103_p06,Synthetic customer payment,,ent_3103_p06_07,UTR3103P06A,ord_3103_p06_07,receipt_3103_07,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3103_p10_04,payment,0,16500,16500,INR,0,0,false,true,2026-08-26T08:30:00Z,2026-08-26T16:30:00Z,set_3103_p10,Synthetic customer payment,,ent_3103_p10_04,UTR3103P10A,ord_3103_p10_04,receipt_3103_04,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3103_p04_04,payment,0,81900,81900,INR,0,0,false,true,2026-08-30T08:30:00Z,2026-08-30T16:30:00Z,set_3103_p04,Synthetic customer payment,,ent_3103_p04_04,UTR3103P04A,ord_3103_p04_04,receipt_3103_04,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3103_p00_04,payment,0,21900,21900,INR,0,0,false,true,2026-08-30T02:30:00Z,2026-08-30T10:30:00Z,set_3103_p00,Synthetic customer payment,,ent_3103_p00_04,UTR3103P00A,ord_3103_p00_04,receipt_3103_04,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3103_p11_09,adjustment,81,0,81,INR,0,81,false,true,2026-08-30T06:30:00Z,2026-08-30T14:30:00Z,set_3103_p11,Synthetic adjustment movement,,,UTR3103P11A,,,,,,,,,ba_02
ent_3103_p05_10,transfer,1100,0,1100,INR,0,0,false,true,2026-08-30T10:30:00Z,2026-08-30T18:30:00Z,set_3103_p05,Synthetic transfer movement,,,UTR3103P05A,,,,,,,,,ba_02
ent_3103_p03_02,payment,0,32300,32300,INR,0,0,false,true,2026-08-30T08:30:00Z,2026-08-30T16:30:00Z,set_3103_p03,Synthetic customer payment,,ent_3103_p03_02,UTR3103P03A,ord_3103_p03_02,receipt_3103_02,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3103_p06_00,payment,0,18300,18300,INR,0,0,false,true,2026-08-29T22:30:00Z,2026-08-30T06:30:00Z,set_3103_p06,Synthetic customer payment,,ent_3103_p06_00,UTR3103P06A,ord_3103_p06_00,receipt_3103_00,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3103_p06_02,payment,0,55400,55400,INR,0,0,false,true,2026-08-29T22:30:00Z,2026-08-30T06:30:00Z,set_3103_p06,Synthetic customer payment,,ent_3103_p06_02,UTR3103P06A,ord_3103_p06_02,receipt_3103_02,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3103_p09_04,payment,0,57400,57400,INR,0,0,false,true,2026-08-29T20:30:00Z,2026-08-30T04:30:00Z,set_3103_p09,Synthetic customer payment,,ent_3103_p09_04,UTR3103P09A,ord_3103_p09_04,receipt_3103_04,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3103_p03_04,payment,0,46200,46200,INR,0,0,false,true,2026-08-30T08:30:00Z,2026-08-30T16:30:00Z,set_3103_p03,Synthetic customer payment,,ent_3103_p03_04,UTR3103P03A,ord_3103_p03_04,receipt_3103_04,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3103_p11_00,payment,0,79400,79400,INR,450,81,false,true,2026-08-29T20:30:00Z,2026-08-30T04:30:00Z,set_3103_p11,Synthetic customer payment,,ent_3103_p11_00,UTR3103P11A,ord_3103_p11_00,receipt_3103_00,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3103_p05_01,payment,0,45900,45900,INR,0,0,false,true,2026-08-30T00:30:00Z,2026-08-30T08:30:00Z,set_3103_p05,Synthetic customer payment,,ent_3103_p05_01,UTR3103P05A,ord_3103_p05_01,receipt_3103_01,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3103_p01_05,payment,0,55700,55700,INR,0,0,false,true,2026-08-30T00:30:00Z,2026-08-30T08:30:00Z,set_3103_p01,Synthetic customer payment,,ent_3103_p01_05,UTR3103P01A,ord_3103_p01_05,receipt_3103_05,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3103_p03_10,refund,1250,0,1250,INR,0,0,false,true,2026-08-30T18:30:00Z,2026-08-31T02:30:00Z,set_3103_p03,Synthetic refund movement,,ent_3103_p03_00,UTR3103P03A,,,,,,,,,ba_02
ent_3103_p11_07,payment,0,41300,41300,INR,0,0,false,true,2026-08-29T20:30:00Z,2026-08-30T04:30:00Z,set_3103_p11,Synthetic customer payment,,ent_3103_p11_07,UTR3103P11A,ord_3103_p11_07,receipt_3103_07,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3103_p04_00,payment,0,41700,41700,INR,0,0,false,true,2026-08-30T08:30:00Z,2026-08-30T16:30:00Z,set_3103_p04,Synthetic customer payment,,ent_3103_p04_00,UTR3103P04A,ord_3103_p04_00,receipt_3103_00,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3103_p09_07,payment,0,69300,69300,INR,0,0,false,true,2026-08-29T20:30:00Z,2026-08-30T04:30:00Z,set_3103_p09,Synthetic customer payment,,ent_3103_p09_07,UTR3103P09A,ord_3103_p09_07,receipt_3103_07,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3103_p09_00,payment,0,39900,39900,INR,0,0,false,true,2026-08-29T20:30:00Z,2026-08-30T04:30:00Z,set_3103_p09,Synthetic customer payment,,ent_3103_p09_00,UTR3103P09A,ord_3103_p09_00,receipt_3103_00,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3103_p00_09,adjustment,81,0,81,INR,0,81,false,true,2026-08-30T12:30:00Z,2026-08-30T20:30:00Z,set_3103_p00,Synthetic adjustment movement,,,UTR3103P00A,,,,,,,,,ba_01
ent_3103_p01_02,payment,0,57200,57200,INR,0,0,false,true,2026-08-30T00:30:00Z,2026-08-30T08:30:00Z,set_3103_p01,Synthetic customer payment,,ent_3103_p01_02,UTR3103P01A,ord_3103_p01_02,receipt_3103_02,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3103_p10_00,payment,0,34100,34100,INR,0,0,false,true,2026-08-26T08:30:00Z,2026-08-26T16:30:00Z,set_3103_p10,Synthetic customer payment,,ent_3103_p10_00,UTR3103P10A,ord_3103_p10_00,receipt_3103_00,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3103_p07_01,payment,0,51900,51900,INR,0,0,false,true,2026-08-29T20:30:00Z,2026-08-30T04:30:00Z,set_3103_p07,Synthetic customer payment,,ent_3103_p07_01,,ord_3103_p07_01,receipt_3103_01,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3103_p00_00,payment,0,22000,22000,INR,450,81,false,true,2026-08-30T02:30:00Z,2026-08-30T10:30:00Z,set_3103_p00,Synthetic customer payment,,ent_3103_p00_00,UTR3103P00A,ord_3103_p00_00,receipt_3103_00,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3103_p01_01,payment,0,72400,72400,INR,0,0,false,true,2026-08-30T00:30:00Z,2026-08-30T08:30:00Z,set_3103_p01,Synthetic customer payment,,ent_3103_p01_01,UTR3103P01A,ord_3103_p01_01,receipt_3103_01,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3103_p00_06,payment,0,69100,69100,INR,0,0,false,true,2026-08-30T02:30:00Z,2026-08-30T10:30:00Z,set_3103_p00,Synthetic customer payment,,ent_3103_p00_06,UTR3103P00A,ord_3103_p00_06,receipt_3103_06,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3103_p02_07,payment,0,67000,67000,INR,0,0,false,true,2026-08-29T22:30:00Z,2026-08-30T06:30:00Z,set_3103_p02,Synthetic customer payment,,ent_3103_p02_07,UTR3103P02A,ord_3103_p02_07,receipt_3103_07,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3103_p00_03,payment,0,59800,59800,INR,0,0,false,true,2026-08-30T02:30:00Z,2026-08-30T10:30:00Z,set_3103_p00,Synthetic customer payment,,ent_3103_p00_03,UTR3103P00A,ord_3103_p00_03,receipt_3103_03,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3103_p11_06,payment,0,50800,50800,INR,0,0,false,true,2026-08-29T20:30:00Z,2026-08-30T04:30:00Z,set_3103_p11,Synthetic customer payment,,ent_3103_p11_06,UTR3103P11A,ord_3103_p11_06,receipt_3103_06,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3103_p02_01,payment,0,63100,63100,INR,0,0,false,true,2026-08-29T22:30:00Z,2026-08-30T06:30:00Z,set_3103_p02,Synthetic customer payment,,ent_3103_p02_01,UTR3103P02A,ord_3103_p02_01,receipt_3103_01,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3103_p07_05,payment,0,43200,43200,INR,0,0,false,true,2026-08-29T20:30:00Z,2026-08-30T04:30:00Z,set_3103_p07,Synthetic customer payment,,ent_3103_p07_05,,ord_3103_p07_05,receipt_3103_05,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3103_p04_02,payment,0,81800,81800,INR,0,0,false,true,2026-08-30T08:30:00Z,2026-08-30T16:30:00Z,set_3103_p04,Synthetic customer payment,,ent_3103_p04_02,UTR3103P04A,ord_3103_p04_02,receipt_3103_02,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3103_p08_07,payment,0,35300,35300,INR,0,0,false,true,2026-08-30T02:30:00Z,2026-08-30T10:30:00Z,set_3103_p08,Synthetic customer payment,,ent_3103_p08_07,UTR3103P08A,ord_3103_p08_07,receipt_3103_07,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3103_p01_00,payment,0,59000,59000,INR,450,81,false,true,2026-08-30T00:30:00Z,2026-08-30T08:30:00Z,set_3103_p01,Synthetic customer payment,,ent_3103_p01_00,UTR3103P01A,ord_3103_p01_00,receipt_3103_00,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3103_p02_02,payment,0,19800,19800,INR,0,0,false,true,2026-08-29T22:30:00Z,2026-08-30T06:30:00Z,set_3103_p02,Synthetic customer payment,,ent_3103_p02_02,UTR3103P02A,ord_3103_p02_02,receipt_3103_02,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3103_p00_01,payment,0,77100,77100,INR,0,0,false,true,2026-08-30T02:30:00Z,2026-08-30T10:30:00Z,set_3103_p00,Synthetic customer payment,,ent_3103_p00_01,UTR3103P00A,ord_3103_p00_01,receipt_3103_01,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3103_p03_06,payment,0,25000,25000,INR,0,0,false,true,2026-08-30T08:30:00Z,2026-08-30T16:30:00Z,set_3103_p03,Synthetic customer payment,,ent_3103_p03_06,UTR3103P03A,ord_3103_p03_06,receipt_3103_06,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3103_p05_07,payment,0,32200,32200,INR,0,0,false,true,2026-08-30T00:30:00Z,2026-08-30T08:30:00Z,set_3103_p05,Synthetic customer payment,,ent_3103_p05_07,UTR3103P05A,ord_3103_p05_07,receipt_3103_07,card,synthetic_network,synthetic_issuer,debit,,online,ba_02
ent_3103_p08_00,payment,0,74400,74400,INR,0,0,false,true,2026-08-30T02:30:00Z,2026-08-30T10:30:00Z,set_3103_p08,Synthetic customer payment,,ent_3103_p08_00,UTR3103P08A,ord_3103_p08_00,receipt_3103_00,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3103_p04_03,payment,0,56400,56400,INR,0,0,false,true,2026-08-30T08:30:00Z,2026-08-30T16:30:00Z,set_3103_p04,Synthetic customer payment,,ent_3103_p04_03,UTR3103P04A,ord_3103_p04_03,receipt_3103_03,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3103_p08_02,payment,0,51200,51200,INR,0,0,false,true,2026-08-30T02:30:00Z,2026-08-30T10:30:00Z,set_3103_p08,Synthetic customer payment,,ent_3103_p08_02,UTR3103P08A,ord_3103_p08_02,receipt_3103_02,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3103_p10_07,payment,0,28600,28600,INR,0,0,false,true,2026-08-26T08:30:00Z,2026-08-26T16:30:00Z,set_3103_p10,Synthetic customer payment,,ent_3103_p10_07,UTR3103P10A,ord_3103_p10_07,receipt_3103_07,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
ent_3103_p08_05,payment,0,44400,44400,INR,0,0,false,true,2026-08-30T02:30:00Z,2026-08-30T10:30:00Z,set_3103_p08,Synthetic customer payment,,ent_3103_p08_05,UTR3103P08A,ord_3103_p08_05,receipt_3103_05,card,synthetic_network,synthetic_issuer,debit,,online,ba_01
