journal_id,line_id,posted_at,account_code,account_name,debit,credit,currency,reference,narration,order_id,payment_id,settlement_id,utr,voucher_type
j_3103_ent_3103_p03_10,l_3103_ent_3103_p03_10_d,2026-08-31T02:30:00Z,5000,Synthetic refunds,1250,0,INR,set_3103_p03,Synthetic balanced journal,,ent_3103_p03_00,set_3103_p03,UTR3103P03A,synthetic_recon
j_3103_ent_3103_p02_08,l_3103_ent_3103_p02_08_d,2026-08-30T16:30:00Z,5100,Synthetic gateway fee expense,450,0,INR,set_3103_p02,Synthetic balanced journal,,,set_3103_p02,UTR3103P02A,synthetic_recon
j_3103_ent_3103_p08_06,l_3103_ent_3103_p08_06_d,2026-08-30T10:30:00Z,1100,Synthetic Razorpay clearing,46500,0,INR,set_3103_p08,Synthetic balanced journal,ord_3103_p08_06,ent_3103_p08_06,set_3103_p08,UTR3103P08A,synthetic_recon
j_3103_ent_3103_p04_02,l_3103_ent_3103_p04_02_d,2026-08-30T16:30:00Z,1100,Synthetic Razorpay clearing,81800,0,INR,set_3103_p04,Synthetic balanced journal,ord_3103_p04_02,ent_3103_p04_02,set_3103_p04,UTR3103P04A,synthetic_recon
j_3103_ent_3103_p09_06,l_3103_ent_3103_p09_06_d,2026-08-30T04:30:00Z,1100,Synthetic Razorpay clearing,48300,0,INR,set_3103_p09,Synthetic balanced journal,ord_3103_p09_06,ent_3103_p09_06,set_3103_p09,UTR3103P09A,synthetic_recon
j_3103_ent_3103_p08_04,l_3103_ent_3103_p08_04_c,2026-08-30T10:30:00Z,4000,Synthetic sales revenue,0,52500,INR,set_3103_p08,Synthetic balanced journal,ord_3103_p08_04,ent_3103_p08_04,set_3103_p08,UTR3103P08A,synthetic_recon
j_3103_ent_3103_p04_01,l_3103_ent_3103_p04_01_d,2026-08-30T16:30:00Z,1100,Synthetic Razorpay clearing,33600,0,INR,set_3103_p04,Synthetic balanced journal,ord_3103_p04_01,ent_3103_p04_01,set_3103_p04,UTR3103P04A,synthetic_recon
j_3103_settle_p07,l_3103_settle_p07_clearing,2026-08-31T02:30:00Z,1100,Synthetic Razorpay clearing,0,474500,INR,set_3103_p07,Synthetic settlement bank posting,,,set_3103_p07,UTR3103P07A,synthetic_settlement
j_3103_ent_3103_p11_07,l_3103_ent_3103_p11_07_d,2026-08-30T04:30:00Z,1100,Synthetic Razorpay clearing,41300,0,INR,set_3103_p11,Synthetic balanced journal,ord_3103_p11_07,ent_3103_p11_07,set_3103_p11,UTR3103P11A,synthetic_recon
j_3103_ent_3103_p05_04,l_3103_ent_3103_p05_04_c,2026-08-30T08:30:00Z,4000,Synthetic sales revenue,0,77700,INR,set_3103_p05,Synthetic balanced journal,ord_3103_p05_04,ent_3103_p05_04,set_3103_p05,UTR3103P05A,synthetic_recon
j_3103_ent_3103_p07_07,l_3103_ent_3103_p07_07_c,2026-08-30T04:30:00Z,4000,Synthetic sales revenue,0,80200,INR,set_3103_p07,Synthetic balanced journal,ord_3103_p07_07,ent_3103_p07_07,set_3103_p07,,synthetic_recon
j_3103_ent_3103_p11_06,l_3103_ent_3103_p11_06_c,2026-08-30T04:30:00Z,4000,Synthetic sales revenue,0,50800,INR,set_3103_p11,Synthetic balanced journal,ord_3103_p11_06,ent_3103_p11_06,set_3103_p11,UTR3103P11A,synthetic_recon
j_3103_ent_3103_p09_02,l_3103_ent_3103_p09_02_c,2026-08-30T04:30:00Z,4000,Synthetic sales revenue,0,22500,INR,set_3103_p09,Synthetic balanced journal,ord_3103_p09_02,ent_3103_p09_02,set_3103_p09,UTR3103P09A,synthetic_recon
j_3103_ent_3103_p01_05,l_3103_ent_3103_p01_05_d,2026-08-30T08:30:00Z,1100,Synthetic Razorpay clearing,55700,0,INR,set_3103_p01,Synthetic balanced journal,ord_3103_p01_05,ent_3103_p01_05,set_3103_p01,UTR3103P01A,synthetic_recon
j_3103_ent_3103_p08_03,l_3103_ent_3103_p08_03_c,2026-08-30T10:30:00Z,4000,Synthetic sales revenue,0,38000,INR,set_3103_p08,Synthetic balanced journal,ord_3103_p08_03,ent_3103_p08_03,set_3103_p08,UTR3103P08A,synthetic_recon
j_3103_ent_3103_p04_07,l_3103_ent_3103_p04_07_c,2026-08-30T16:30:00Z,4000,Synthetic sales revenue,0,59400,INR,set_3103_p04,Synthetic balanced journal,ord_3103_p04_07,ent_3103_p04_07,set_3103_p04,UTR3103P04A,synthetic_recon
j_3103_ent_3103_p10_05,l_3103_ent_3103_p10_05_d,2026-08-26T16:30:00Z,1100,Synthetic Razorpay clearing,72500,0,INR,set_3103_p10,Synthetic balanced journal,ord_3103_p10_05,ent_3103_p10_05,set_3103_p10,UTR3103P10A,synthetic_recon
j_3103_ent_3103_p03_05,l_3103_ent_3103_p03_05_c,2026-08-30T16:30:00Z,4000,Synthetic sales revenue,0,67000,INR,set_3103_p03,Synthetic balanced journal,ord_3103_p03_05,ent_3103_p03_05,set_3103_p03,UTR3103P03A,synthetic_recon
j_3103_ent_3103_p02_01,l_3103_ent_3103_p02_01_c,2026-08-30T06:30:00Z,4000,Synthetic sales revenue,0,63100,INR,set_3103_p02,Synthetic balanced journal,ord_3103_p02_01,ent_3103_p02_01,set_3103_p02,UTR3103P02A,synthetic_recon
j_3103_ent_3103_p00_02,l_3103_ent_3103_p00_02_d,2026-08-30T10:30:00Z,1100,Synthetic Razorpay clearing,74000,0,INR,set_3103_p00,Synthetic balanced journal,ord_3103_p00_02,ent_3103_p00_02,set_3103_p00,UTR3103P00A,synthetic_recon
j_3103_ent_3103_p02_05,l_3103_ent_3103_p02_05_c,2026-08-30T06:30:00Z,4000,Synthetic sales revenue,0,58200,INR,set_3103_p02,Synthetic balanced journal,ord_3103_p02_05,ent_3103_p02_05,set_3103_p02,UTR3103P02A,synthetic_recon
j_3103_ent_3103_p00_03,l_3103_ent_3103_p00_03_d,2026-08-30T10:30:00Z,1100,Synthetic Razorpay clearing,59800,0,INR,set_3103_p00,Synthetic balanced journal,ord_3103_p00_03,ent_3103_p00_03,set_3103_p00,UTR3103P00A,synthetic_recon
j_3103_ent_3103_p02_07,l_3103_ent_3103_p02_07_c,2026-08-30T06:30:00Z,4000,Synthetic sales revenue,0,67000,INR,set_3103_p02,Synthetic balanced journal,ord_3103_p02_07,ent_3103_p02_07,set_3103_p02,UTR3103P02A,synthetic_recon
j_3103_ent_3103_p04_00,l_3103_ent_3103_p04_00_d,2026-08-30T16:30:00Z,1100,Synthetic Razorpay clearing,41700,0,INR,set_3103_p04,Synthetic balanced journal,ord_3103_p04_00,ent_3103_p04_00,set_3103_p04,UTR3103P04A,synthetic_recon
j_3103_ent_3103_p06_03,l_3103_ent_3103_p06_03_c,2026-08-30T06:30:00Z,4000,Synthetic sales revenue,0,41800,INR,set_3103_p06,Synthetic balanced journal,ord_3103_p06_03,ent_3103_p06_03,set_3103_p06,UTR3103P06A,synthetic_recon
j_3103_ent_3103_p06_00,l_3103_ent_3103_p06_00_c,2026-08-30T06:30:00Z,4000,Synthetic sales revenue,0,18300,INR,set_3103_p06,Synthetic balanced journal,ord_3103_p06_00,ent_3103_p06_00,set_3103_p06,UTR3103P06A,synthetic_recon
j_3103_ent_3103_p02_06,l_3103_ent_3103_p02_06_d,2026-08-30T06:30:00Z,1100,Synthetic Razorpay clearing,39500,0,INR,set_3103_p02,Synthetic balanced journal,ord_3103_p02_06,ent_3103_p02_06,set_3103_p02,UTR3103P02A,synthetic_recon
j_3103_ent_3103_p08_05,l_3103_ent_3103_p08_05_d,2026-08-30T10:30:00Z,1100,Synthetic Razorpay clearing,44400,0,INR,set_3103_p08,Synthetic balanced journal,ord_3103_p08_05,ent_3103_p08_05,set_3103_p08,UTR3103P08A,synthetic_recon
j_3103_ent_3103_p00_01,l_3103_ent_3103_p00_01_c,2026-08-30T10:30:00Z,4000,Synthetic sales revenue,0,77100,INR,set_3103_p00,Synthetic balanced journal,ord_3103_p00_01,ent_3103_p00_01,set_3103_p00,UTR3103P00A,synthetic_recon
j_3103_ent_3103_p04_10,l_3103_ent_3103_p04_10_d,2026-08-31T02:30:00Z,5000,Synthetic refunds,1250,0,INR,set_3103_p04,Synthetic balanced journal,,ent_3103_p00_00,set_3103_p04,UTR3103P04A,synthetic_recon
j_3103_ent_3103_p03_07,l_3103_ent_3103_p03_07_c,2026-08-30T16:30:00Z,4000,Synthetic sales revenue,0,62900,INR,set_3103_p03,Synthetic balanced journal,ord_3103_p03_07,ent_3103_p03_07,set_3103_p03,UTR3103P03A,synthetic_recon
j_3103_ent_3103_p08_07,l_3103_ent_3103_p08_07_d,2026-08-30T10:30:00Z,1100,Synthetic Razorpay clearing,35300,0,INR,set_3103_p08,Synthetic balanced journal,ord_3103_p08_07,ent_3103_p08_07,set_3103_p08,UTR3103P08A,synthetic_recon
j_3103_ent_3103_p11_09,l_3103_ent_3103_p11_09_d,2026-08-30T14:30:00Z,2100,Synthetic input GST,81,0,INR,set_3103_p11,Synthetic balanced journal,,,set_3103_p11,UTR3103P11A,synthetic_recon
j_3103_ent_3103_p05_01,l_3103_ent_3103_p05_01_d,2026-08-30T08:30:00Z,1100,Synthetic Razorpay clearing,45900,0,INR,set_3103_p05,Synthetic balanced journal,ord_3103_p05_01,ent_3103_p05_01,set_3103_p05,UTR3103P05A,synthetic_recon
j_3103_settle_p00,l_3103_settle_p00_clearing,2026-08-31T08:30:00Z,1100,Synthetic Razorpay clearing,0,400269,INR,set_3103_p00,Synthetic settlement bank posting,,,set_3103_p00,UTR3103P00A,synthetic_settlement
j_3103_ent_3103_p05_05,l_3103_ent_3103_p05_05_c,2026-08-30T08:30:00Z,4000,Synthetic sales revenue,0,61700,INR,set_3103_p05,Synthetic balanced journal,ord_3103_p05_05,ent_3103_p05_05,set_3103_p05,UTR3103P05A,synthetic_recon
j_3103_ent_3103_p07_04,l_3103_ent_3103_p07_04_c,2026-08-30T04:30:00Z,4000,Synthetic sales revenue,0,66300,INR,set_3103_p07,Synthetic balanced journal,ord_3103_p07_04,ent_3103_p07_04,set_3103_p07,,synthetic_recon
j_3103_ent_3103_p08_00,l_3103_ent_3103_p08_00_d,2026-08-30T10:30:00Z,1100,Synthetic Razorpay clearing,74400,0,INR,set_3103_p08,Synthetic balanced journal,ord_3103_p08_00,ent_3103_p08_00,set_3103_p08,UTR3103P08A,synthetic_recon
j_3103_settle_p02,l_3103_settle_p02_bank,2026-08-31T04:30:00Z,1000,Synthetic bank account,431069,0,INR,set_3103_p02,Synthetic settlement bank posting,,,set_3103_p02,UTR3103P02A,synthetic_settlement
j_3103_ent_3103_p02_04,l_3103_ent_3103_p02_04_c,2026-08-30T06:30:00Z,4000,Synthetic sales revenue,0,52000,INR,set_3103_p02,Synthetic balanced journal,ord_3103_p02_04,ent_3103_p02_04,set_3103_p02,UTR3103P02A,synthetic_recon
j_3103_ent_3103_p05_05,l_3103_ent_3103_p05_05_d,2026-08-30T08:30:00Z,1100,Synthetic Razorpay clearing,61700,0,INR,set_3103_p05,Synthetic balanced journal,ord_3103_p05_05,ent_3103_p05_05,set_3103_p05,UTR3103P05A,synthetic_recon
j_3103_ent_3103_p05_03,l_3103_ent_3103_p05_03_d,2026-08-30T08:30:00Z,1100,Synthetic Razorpay clearing,23700,0,INR,set_3103_p05,Synthetic balanced journal,ord_3103_p05_03,ent_3103_p05_03,set_3103_p05,UTR3103P05A,synthetic_recon
j_3103_ent_3103_p11_06,l_3103_ent_3103_p11_06_d,2026-08-30T04:30:00Z,1100,Synthetic Razorpay clearing,50800,0,INR,set_3103_p11,Synthetic balanced journal,ord_3103_p11_06,ent_3103_p11_06,set_3103_p11,UTR3103P11A,synthetic_recon
j_3103_ent_3103_p00_04,l_3103_ent_3103_p00_04_c,2026-08-30T10:30:00Z,4000,Synthetic sales revenue,0,21900,INR,set_3103_p00,Synthetic balanced journal,ord_3103_p00_04,ent_3103_p00_04,set_3103_p00,UTR3103P00A,synthetic_recon
j_3103_settle_p09,l_3103_settle_p09_clearing,2026-08-31T02:30:00Z,1100,Synthetic Razorpay clearing,0,368700,INR,set_3103_p09,Synthetic settlement bank posting,,,set_3103_p09,UTR3103P09A,synthetic_settlement
j_3103_ent_3103_p02_03,l_3103_ent_3103_p02_03_d,2026-08-30T06:30:00Z,1100,Synthetic Razorpay clearing,57800,0,INR,set_3103_p02,Synthetic balanced journal,ord_3103_p02_03,ent_3103_p02_03,set_3103_p02,UTR3103P02A,synthetic_recon
j_3103_ent_3103_p05_07,l_3103_ent_3103_p05_07_c,2026-08-30T08:30:00Z,4000,Synthetic sales revenue,0,32200,INR,set_3103_p05,Synthetic balanced journal,ord_3103_p05_07,ent_3103_p05_07,set_3103_p05,UTR3103P05A,synthetic_recon
j_3103_ent_3103_p06_02,l_3103_ent_3103_p06_02_d,2026-08-30T06:30:00Z,1100,Synthetic Razorpay clearing,55400,0,INR,set_3103_p06,Synthetic balanced journal,ord_3103_p06_02,ent_3103_p06_02,set_3103_p06,UTR3103P06A,synthetic_recon
j_3103_ent_3103_p11_05,l_3103_ent_3103_p11_05_d,2026-08-30T04:30:00Z,1100,Synthetic Razorpay clearing,38200,0,INR,set_3103_p11,Synthetic balanced journal,ord_3103_p11_05,ent_3103_p11_05,set_3103_p11,UTR3103P11A,synthetic_recon
j_3103_ent_3103_p09_03,l_3103_ent_3103_p09_03_c,2026-08-30T04:30:00Z,4000,Synthetic sales revenue,0,82100,INR,set_3103_p09,Synthetic balanced journal,ord_3103_p09_03,ent_3103_p09_03,set_3103_p09,UTR3103P09A,synthetic_recon
j_3103_ent_3103_p01_08,l_3103_ent_3103_p01_08_d,2026-08-30T18:30:00Z,6000,Synthetic other operating account,450,0,INR,set_3103_p01,Synthetic balanced journal,,,set_3103_p01,UTR3103P01A,synthetic_recon
j_3103_ent_3103_p05_01,l_3103_ent_3103_p05_01_c,2026-08-30T08:30:00Z,4000,Synthetic sales revenue,0,45900,INR,set_3103_p05,Synthetic balanced journal,ord_3103_p05_01,ent_3103_p05_01,set_3103_p05,UTR3103P05A,synthetic_recon
j_3103_ent_3103_p00_08,l_3103_ent_3103_p00_08_d,2026-08-30T20:30:00Z,5100,Synthetic gateway fee expense,450,0,INR,set_3103_p00,Synthetic balanced journal,,,set_3103_p00,UTR3103P00A,synthetic_recon
j_3103_ent_3103_p02_02,l_3103_ent_3103_p02_02_d,2026-08-30T06:30:00Z,1100,Synthetic Razorpay clearing,19800,0,INR,set_3103_p02,Synthetic balanced journal,ord_3103_p02_02,ent_3103_p02_02,set_3103_p02,UTR3103P02A,synthetic_recon
j_3103_ent_3103_p06_04,l_3103_ent_3103_p06_04_d,2026-08-30T06:30:00Z,1100,Synthetic Razorpay clearing,78700,0,INR,set_3103_p06,Synthetic balanced journal,ord_3103_p06_04,ent_3103_p06_04,set_3103_p06,UTR3103P06A,synthetic_recon
j_3103_ent_3103_p01_07,l_3103_ent_3103_p01_07_d,2026-08-30T08:30:00Z,1100,Synthetic Razorpay clearing,50300,0,INR,set_3103_p01,Synthetic balanced journal,ord_3103_p01_07,ent_3103_p01_07,set_3103_p01,UTR3103P01A,synthetic_recon
j_3103_ent_3103_p02_09,l_3103_ent_3103_p02_09_d,2026-08-30T16:30:00Z,6000,Synthetic other operating account,81,0,INR,set_3103_p02,Synthetic balanced journal,,,set_3103_p02,UTR3103P02A,synthetic_recon
j_3103_ent_3103_p07_03,l_3103_ent_3103_p07_03_d,2026-08-30T04:30:00Z,1100,Synthetic Razorpay clearing,66100,0,INR,set_3103_p07,Synthetic balanced journal,ord_3103_p07_03,ent_3103_p07_03,set_3103_p07,,synthetic_recon
j_3103_ent_3103_p03_04,l_3103_ent_3103_p03_04_c,2026-08-30T16:30:00Z,4000,Synthetic sales revenue,0,46200,INR,set_3103_p03,Synthetic balanced journal,ord_3103_p03_04,ent_3103_p03_04,set_3103_p03,UTR3103P03A,synthetic_recon
j_3103_ent_3103_p07_05,l_3103_ent_3103_p07_05_c,2026-08-30T04:30:00Z,4000,Synthetic sales revenue,0,43200,INR,set_3103_p07,Synthetic balanced journal,ord_3103_p07_05,ent_3103_p07_05,set_3103_p07,,synthetic_recon
j_3103_ent_3103_p01_02,l_3103_ent_3103_p01_02_c,2026-08-30T08:30:00Z,4000,Synthetic sales revenue,0,57200,INR,set_3103_p01,Synthetic balanced journal,ord_3103_p01_02,ent_3103_p01_02,set_3103_p01,UTR3103P01A,synthetic_recon
j_3103_ent_3103_p00_07,l_3103_ent_3103_p00_07_d,2026-08-30T10:30:00Z,1100,Synthetic Razorpay clearing,43700,0,INR,set_3103_p00,Synthetic balanced journal,ord_3103_p00_07,ent_3103_p00_07,set_3103_p00,UTR3103P00A,synthetic_recon
j_3103_ent_3103_p00_00,l_3103_ent_3103_p00_00_c,2026-08-30T10:30:00Z,4000,Synthetic sales revenue,0,22000,INR,set_3103_p00,Synthetic balanced journal,ord_3103_p00_00,ent_3103_p00_00,set_3103_p00,UTR3103P00A,synthetic_recon
j_3103_ent_3103_p08_01,l_3103_ent_3103_p08_01_d,2026-08-30T10:30:00Z,1100,Synthetic Razorpay clearing,83500,0,INR,set_3103_p08,Synthetic balanced journal,ord_3103_p08_01,ent_3103_p08_01,set_3103_p08,UTR3103P08A,synthetic_recon
j_3103_ent_3103_p09_07,l_3103_ent_3103_p09_07_d,2026-08-30T04:30:00Z,1100,Synthetic Razorpay clearing,69300,0,INR,set_3103_p09,Synthetic balanced journal,ord_3103_p09_07,ent_3103_p09_07,set_3103_p09,UTR3103P09A,synthetic_recon
j_3103_ent_3103_p09_04,l_3103_ent_3103_p09_04_d,2026-08-30T04:30:00Z,1100,Synthetic Razorpay clearing,57400,0,INR,set_3103_p09,Synthetic balanced journal,ord_3103_p09_04,ent_3103_p09_04,set_3103_p09,UTR3103P09A,synthetic_recon
j_3103_ent_3103_p03_04,l_3103_ent_3103_p03_04_d,2026-08-30T16:30:00Z,1100,Synthetic Razorpay clearing,46200,0,INR,set_3103_p03,Synthetic balanced journal,ord_3103_p03_04,ent_3103_p03_04,set_3103_p03,UTR3103P03A,synthetic_recon
j_3103_ent_3103_p04_01,l_3103_ent_3103_p04_01_c,2026-08-30T16:30:00Z,4000,Synthetic sales revenue,0,33600,INR,set_3103_p04,Synthetic balanced journal,ord_3103_p04_01,ent_3103_p04_01,set_3103_p04,UTR3103P04A,synthetic_recon
j_3103_ent_3103_p02_09,l_3103_ent_3103_p02_09_c,2026-08-30T16:30:00Z,1100,Synthetic Razorpay clearing,0,81,INR,set_3103_p02,Synthetic balanced journal,,,set_3103_p02,UTR3103P02A,synthetic_recon
j_3103_ent_3103_p02_06,l_3103_ent_3103_p02_06_c,2026-08-30T06:30:00Z,4000,Synthetic sales revenue,0,39500,INR,set_3103_p02,Synthetic balanced journal,ord_3103_p02_06,ent_3103_p02_06,set_3103_p02,UTR3103P02A,synthetic_recon
j_3103_ent_3103_p00_05,l_3103_ent_3103_p00_05_d,2026-08-30T10:30:00Z,1100,Synthetic Razorpay clearing,33200,0,INR,set_3103_p00,Synthetic balanced journal,ord_3103_p00_05,ent_3103_p00_05,set_3103_p00,UTR3103P00A,synthetic_recon
j_3103_settle_p09,l_3103_settle_p09_bank,2026-08-31T02:30:00Z,1000,Synthetic bank account,368700,0,INR,set_3103_p09,Synthetic settlement bank posting,,,set_3103_p09,UTR3103P09A,synthetic_settlement
j_3103_settle_p04,l_3103_settle_p04_clearing,2026-08-31T14:30:00Z,1100,Synthetic Razorpay clearing,0,458350,INR,set_3103_p04,Synthetic settlement bank posting,,,set_3103_p04,UTR3103P04A,synthetic_settlement
j_3103_ent_3103_p03_10,l_3103_ent_3103_p03_10_c,2026-08-31T02:30:00Z,1100,Synthetic Razorpay clearing,0,1250,INR,set_3103_p03,Synthetic balanced journal,,ent_3103_p03_00,set_3103_p03,UTR3103P03A,synthetic_recon
j_3103_ent_3103_p07_06,l_3103_ent_3103_p07_06_c,2026-08-30T04:30:00Z,4000,Synthetic sales revenue,0,65800,INR,set_3103_p07,Synthetic balanced journal,ord_3103_p07_06,ent_3103_p07_06,set_3103_p07,,synthetic_recon
j_3103_ent_3103_p10_03,l_3103_ent_3103_p10_03_c,2026-08-26T16:30:00Z,4000,Synthetic sales revenue,0,75300,INR,set_3103_p10,Synthetic balanced journal,ord_3103_p10_03,ent_3103_p10_03,set_3103_p10,UTR3103P10A,synthetic_recon
j_3103_ent_3103_p06_07,l_3103_ent_3103_p06_07_c,2026-08-30T06:30:00Z,4000,Synthetic sales revenue,0,32200,INR,set_3103_p06,Synthetic balanced journal,ord_3103_p06_07,ent_3103_p06_07,set_3103_p06,UTR3103P06A,synthetic_recon
